trait_family,trait_value,base_site,survey_start,site_start,X_start,Y_start,value_start,survey_end,site_end,X,Y,value_end,delta,direction,delta_sd,standardized_change,abs_standardized_change,winner_label,signed_winner_change
Migration,short-and long-distance,FE72,FE72_1,FE72,687500.363131253,6212499.947936701,0.006594022017793236,FE72_3,FE72,687500.363131253,6212499.947936701,0.017304575218580077,0.01071055320078684,Increase,0.005534462869832597,1.9352470967269866,1.9352470967269866,Migration: short-and long-distance,1.9352470967269866
Migration,short-and long-distance,FE80,FE80_1,FE80,692500.3264155694,6202499.858064589,0.006127252456170175,FE80_3,FE80,692500.3264155694,6202499.858064589,0.01983582005669004,0.013708567600519864,Increase,0.005534462869832597,2.47694634925512,2.47694634925512,Migration: short-and long-distance,2.47694634925512
Migration,long-distance,FE81,FE81_1,FE81,692500.373541418,6207499.882120019,0.3059272732199521,FE81_3,FE81,692500.373541418,6207499.882120019,0.2422982745033513,-0.0636289987166008,Decrease,0.028920469123825114,-2.2001371569793204,2.2001371569793204,Migration: long-distance,-2.2001371569793204
Migration,short-and long-distance,FE82,FE82_1,FE82,692500.3463343331,6212499.956222788,0.01485840587900375,FE82_3,FE82,692500.3463343331,6212499.956222788,0.02438303885961776,0.009524632980614012,Increase,0.005534462869832597,1.7209679068462351,1.7209679068462351,Migration: short-and long-distance,1.7209679068462351
Migration,short-and long-distance,FE83,FE83_1,FE83,692500.3720132804,6217499.974638728,0.005035124327023029,FE83_3,FE83,692500.3720132804,6217499.974638728,0.020766734689490498,0.01573161036246747,Increase,0.005534462869832597,2.842481869056845,2.842481869056845,Migration: short-and long-distance,2.842481869056845
Migration,short-and long-distance,FE90,FE90_1,FE90,697500.3555868408,6202499.883863147,0.004418058603483011,FE90_3,FE90,697500.3555868408,6202499.883863147,0.02302220796137042,0.018604149357887408,Increase,0.005534462869832597,3.361509471731289,3.361509471731289,Migration: short-and long-distance,3.361509471731289
Migration,short-and long-distance,FE91,FE91_1,FE91,697500.3965691917,6207499.840916168,0.006165861098135181,FE91_3,FE91,697500.3965691917,6207499.840916168,0.02323840199527126,0.017072540897136078,Increase,0.005534462869832597,3.084769253796164,3.084769253796164,Migration: short-and long-distance,3.084769253796164
Migration,short-and long-distance,FE92,FE92_1,FE92,697500.4091896428,6212499.850916306,0.003915195795162768,FE92_3,FE92,697500.4091896428,6212499.850916306,0.02157605508369019,0.01766085928852742,Increase,0.005534462869832597,3.19107015511726,3.19107015511726,Migration: short-and long-distance,3.19107015511726
Migration,short-and long-distance,FE93,FE93_1,FE93,697500.3909917022,6217499.9137929315,0.0018405150828982124,FE93_3,FE93,697500.3909917022,6217499.9137929315,0.017224035780865798,0.015383520697967586,Increase,0.005534462869832597,2.7795869373016315,2.7795869373016315,Migration: short-and long-distance,2.7795869373016315
Migration,short-and long-distance,FE94,FE94_1,FE94,697500.4689643438,6222499.923962992,0.002174769411885239,FE94_3,FE94,697500.4689643438,6222499.923962992,0.01133349218770451,0.009158722775819271,Increase,0.005534462869832597,1.654853052812386,1.654853052812386,Migration: short-and long-distance,1.654853052812386
Migration,short-and long-distance,FF00,FF00_1,FF00,652500.2143912867,6152499.7862611525,0.0015333734621446136,FF00_3,FF00,652500.2143912867,6152499.7862611525,0.011898135507616881,0.010364762045472268,Increase,0.005534462869832597,1.8727674734198325,1.8727674734198325,Migration: short-and long-distance,1.8727674734198325
Migration,long-distance,FF01,FF01_1,FF01,652500.2248090926,6157499.774261067,0.30136915492464567,FF01_3,FF01,652500.2248090926,6157499.774261067,0.2333826190289064,-0.06798653589573928,Decrease,0.028920469123825114,-2.3508102722901874,2.3508102722901874,Migration: long-distance,-2.3508102722901874
Foraging guild,Omnivorous corvids,FF02,FF02_1,FF02,652500.2492441322,6162499.809702141,0.034563987163601866,FF02_3,FF02,652500.2492441322,6162499.809702141,0.07379431149966002,0.03923032433605816,Increase,0.01281616434375531,3.0610035330245413,3.0610035330245413,Foraging guild: Omnivorous corvids,3.0610035330245413
Migration,short-and long-distance,FF03,FF03_1,FF03,652500.2266870057,6167499.7790860785,0.003314899941517813,FF03_3,FF03,652500.2266870057,6167499.7790860785,0.018044014958527182,0.014729115017009369,Increase,0.005534462869832597,2.6613449874775084,2.6613449874775084,Migration: short-and long-distance,2.6613449874775084
Migration,short-and long-distance,FF04,FF04_1,FF04,652500.2144126588,6172499.795813887,0.0016668651958437956,FF04_3,FF04,652500.2144126588,6172499.795813887,0.018670158215884337,0.01700329302004054,Increase,0.005534462869832597,3.0722571313510043,3.0722571313510043,Migration: short-and long-distance,3.0722571313510043
Migration,short-and long-distance,FF05,FF05_1,FF05,652500.2143685349,6177499.748581729,0.003433571504457218,FF05_3,FF05,652500.2143685349,6177499.748581729,0.014863208555122132,0.011429637050664913,Increase,0.005534462869832597,2.065175486670241,2.065175486670241,Migration: short-and long-distance,2.065175486670241
Foraging guild,Diurnal raptors,FF06,FF06_1,FF06,652500.2168219197,6182499.859854026,0.006961001959009945,FF06_3,FF06,652500.2168219197,6182499.859854026,0.03909997246425039,0.03213897050524045,Increase,0.010732638859737756,2.994507774393309,2.994507774393309,Foraging guild: Diurnal raptors,2.994507774393309
Foraging guild,Omnivorous corvids,FF07,FF07_1,FF07,652500.231527698,6187499.795811617,0.02563604344995118,FF07_3,FF07,652500.231527698,6187499.795811617,0.06854436066196185,0.04290831721201066,Increase,0.01281616434375531,3.34798431583142,3.34798431583142,Foraging guild: Omnivorous corvids,3.34798431583142
Foraging guild,Gulls,FF08,FF08_1,FF08,652500.2487440347,6192499.778918769,0.02138685287296701,FF08_3,FF08,652500.2487440347,6192499.778918769,0.003005229977573601,-0.01838162289539341,Decrease,0.007459478149266129,-2.4641968952213915,2.4641968952213915,Foraging guild: Gulls,-2.4641968952213915
Migration,short-and long-distance,FF10,FF10_1,FF10,657500.2143405195,6152499.777359325,0.0076962731375078966,FF10_3,FF10,657500.2143405195,6152499.777359325,0.01817389770085805,0.010477624563350153,Increase,0.005534462869832597,1.8931601511795983,1.8931601511795983,Migration: short-and long-distance,1.8931601511795983
Migration,short-and long-distance,FF11,FF11_1,FF11,657500.2348184625,6157499.726247546,0.0021675572964999284,FF11_3,FF11,657500.2348184625,6157499.726247546,0.01514836069744512,0.012980803400945193,Increase,0.005534462869832597,2.3454495415808667,2.3454495415808667,Migration: short-and long-distance,2.3454495415808667
Foraging guild,Omnivorous corvids,FF12,FF12_1,FF12,657500.2533010718,6162499.722690075,0.013665531452244646,FF12_3,FF12,657500.2533010718,6162499.722690075,0.06253770941701471,0.048872177964770065,Increase,0.01281616434375531,3.8133232887718926,3.8133232887718926,Foraging guild: Omnivorous corvids,3.8133232887718926
Migration,short-and long-distance,FF13,FF13_1,FF13,657500.2678361252,6167499.766637617,0.0032040550653152575,FF13_3,FF13,657500.2678361252,6167499.766637617,0.016542863458274024,0.013338808392958767,Increase,0.005534462869832597,2.410136034278288,2.410136034278288,Migration: short-and long-distance,2.410136034278288
Migration,short-and long-distance,FF14,FF14_1,FF14,657500.2804860991,6172499.746787113,0.001925577472070488,FF14_3,FF14,657500.2804860991,6172499.746787113,0.01923549785558294,0.01730992038351245,Increase,0.005534462869832597,3.127660405468766,3.127660405468766,Migration: short-and long-distance,3.127660405468766
Migration,short-and long-distance,FF15,FF15_1,FF15,657500.2224905242,6177499.772069843,0.00394554729608375,FF15_3,FF15,657500.2224905242,6177499.772069843,0.02003751960283542,0.01609197230675167,Increase,0.005534462869832597,2.9075942300500803,2.9075942300500803,Migration: short-and long-distance,2.9075942300500803
Migration,short-and long-distance,FF16,FF16_1,FF16,657500.2175718555,6182499.846975895,0.0013114840915971098,FF16_3,FF16,657500.2175718555,6182499.846975895,0.01964579931424811,0.018334315222651,Increase,0.005534462869832597,3.3127542191290487,3.3127542191290487,Migration: short-and long-distance,3.3127542191290487
Migration,short-and long-distance,FF17,FF17_1,FF17,657500.2675925975,6187499.860202954,0.0017118941720723059,FF17_3,FF17,657500.2675925975,6187499.860202954,0.017734928706136216,0.01602303453406391,Increase,0.005534462869832597,2.895138139132292,2.895138139132292,Migration: short-and long-distance,2.895138139132292
Migration,short-and long-distance,FF18,FF18_1,FF18,657500.2452246804,6192499.807152677,0.003997130644447459,FF18_3,FF18,657500.2452246804,6192499.807152677,0.016283451179798708,0.01228632053535125,Increase,0.005534462869832597,2.2199662052702287,2.2199662052702287,Migration: short-and long-distance,2.2199662052702287
Migration,sedentary and short-distance,FF19,FF19_1,FF19,657500.2697239395,6197499.803575764,0.2176280424940617,FF19_3,FF19,657500.2697239395,6197499.803575764,0.2597532922657343,0.04212524977167259,Increase,0.019759113830989605,2.1319402343643876,2.1319402343643876,Migration: sedentary and short-distance,2.1319402343643876
Migration,short-and long-distance,FF20,FF20_1,FF20,662500.2125909128,6152499.769090225,0.0029457404036458724,FF20_3,FF20,662500.2125909128,6152499.769090225,0.01725012193875683,0.014304381535110957,Increase,0.005534462869832597,2.584601590351554,2.584601590351554,Migration: short-and long-distance,2.584601590351554
Migration,short-and long-distance,FF21,FF21_1,FF21,662500.2406863412,6157499.799661659,0.0025074732714119507,FF21_3,FF21,662500.2406863412,6157499.799661659,0.013538513994182688,0.011031040722770738,Increase,0.005534462869832597,1.9931547075505809,1.9931547075505809,Migration: short-and long-distance,1.9931547075505809
Migration,short-and long-distance,FF22,FF22_1,FF22,662500.2548913385,6162499.766637423,0.003457279458016428,FF22_3,FF22,662500.2548913385,6162499.766637423,0.019369213466473956,0.01591193400845753,Increase,0.005534462869832597,2.8750638287214354,2.8750638287214354,Migration: short-and long-distance,2.8750638287214354
Migration,long-distance,FF23,FF23_1,FF23,662500.2491310743,6167499.781214133,0.2856383508422317,FF23_3,FF23,662500.2491310743,6167499.781214133,0.22350243415508242,-0.062135916687149295,Decrease,0.028920469123825114,-2.148509985128865,2.148509985128865,Migration: long-distance,-2.148509985128865
Migration,short-and long-distance,FF24,FF24_1,FF24,662500.2884650016,6172499.734430286,0.0016338765713328266,FF24_3,FF24,662500.2884650016,6172499.734430286,0.021416817492671696,0.01978294092133887,Increase,0.005534462869832597,3.574500613089713,3.574500613089713,Migration: short-and long-distance,3.574500613089713
Migration,short-and long-distance,FF25,FF25_1,FF25,662500.2368262114,6177499.844051934,0.0014108340937349707,FF25_3,FF25,662500.2368262114,6177499.844051934,0.020241736379435077,0.018830902285700106,Increase,0.005534462869832597,3.402480552962801,3.402480552962801,Migration: short-and long-distance,3.402480552962801
Migration,short-and long-distance,FF26,FF26_1,FF26,662500.2303838229,6182499.780956389,0.005469826807266044,FF26_3,FF26,662500.2303838229,6182499.780956389,0.022535926173945592,0.01706609936667955,Increase,0.005534462869832597,3.083605359375327,3.083605359375327,Migration: short-and long-distance,3.083605359375327
Foraging guild,Diurnal raptors,FF27,FF27_1,FF27,662500.2586700729,6187499.767595499,0.023669512794663925,FF27_3,FF27,662500.2586700729,6187499.767595499,0.049698168279425775,0.02602865548476185,Increase,0.010732638859737756,2.425186929787167,2.425186929787167,Foraging guild: Diurnal raptors,2.425186929787167
Thermal,Thermal group: cold,FF28,FF28_1,FF28,662500.2569147471,6192499.801572185,0.25407443589370954,FF28_3,FF28,662500.2569147471,6192499.801572185,0.21654409323753487,-0.037530342656174664,Decrease,0.018306465811002055,-2.0501140440564556,2.0501140440564556,Thermal: Thermal group: cold,-2.0501140440564556
Migration,short-and long-distance,FF29,FF29_1,FF29,662500.2231507814,6197499.882831992,0.003011432538922249,FF29_3,FF29,662500.2231507814,6197499.882831992,0.024537191216578796,0.021525758677656548,Increase,0.005534462869832597,3.889403395402605,3.889403395402605,Migration: short-and long-distance,3.889403395402605
Migration,short-and long-distance,FF30,FF30_1,FF30,667500.2250742009,6152499.760797058,0.002085516159796459,FF30_3,FF30,667500.2250742009,6152499.760797058,0.01957560274552126,0.0174900865857248,Increase,0.005534462869832597,3.1602139172457453,3.1602139172457453,Migration: short-and long-distance,3.1602139172457453
Migration,short-distance,FF31,FF31_1,FF31,667500.2664735457,6157499.77134995,0.23000416151456365,FF31_3,FF31,667500.2664735457,6157499.77134995,0.18955630722220398,-0.04044785429235967,Decrease,0.01778991450542737,-2.2736396108041883,2.2736396108041883,Migration: short-distance,-2.2736396108041883
Migration,short-and long-distance,FF32,FF32_1,FF32,667500.2781001843,6162499.71839387,0.001340192260453008,FF32_3,FF32,667500.2781001843,6162499.71839387,0.014373270659996416,0.013033078399543407,Increase,0.005534462869832597,2.3548949023733576,2.3548949023733576,Migration: short-and long-distance,2.3548949023733576
Migration,short-and long-distance,FF33,FF33_1,FF33,667500.2537457212,6167499.713120071,0.0018885979499546877,FF33_3,FF33,667500.2537457212,6167499.713120071,0.01763762875158581,0.015749030801631123,Increase,0.005534462869832597,2.845629498659459,2.845629498659459,Migration: short-and long-distance,2.845629498659459
Foraging guild,Diurnal raptors,FF34,FF34_1,FF34,667500.2543204613,6172499.757887186,0.007804607263954271,FF34_3,FF34,667500.2543204613,6172499.757887186,0.03916827788632449,0.031363670622370214,Increase,0.010732638859737756,2.92227019209855,2.92227019209855,Foraging guild: Diurnal raptors,2.92227019209855
Migration,short-and long-distance,FF35,FF35_1,FF35,667500.2819172617,6177499.741394598,0.006244064049551421,FF35_3,FF35,667500.2819172617,6177499.741394598,0.023407638520127966,0.017163574470576544,Increase,0.005534462869832597,3.101217746736044,3.101217746736044,Migration: short-and long-distance,3.101217746736044
Migration,short-and long-distance,FF36,FF36_1,FF36,667500.2673523247,6182499.7724213265,0.0016831276423579433,FF36_3,FF36,667500.2673523247,6182499.7724213265,0.01580084254011197,0.014117714897754027,Increase,0.005534462869832597,2.5508735409008265,2.5508735409008265,Migration: short-and long-distance,2.5508735409008265
Thermal,Thermal group: warm,FF37,FF37_1,FF37,667500.2713154595,6187499.853328593,0.20229612388737683,FF37_3,FF37,667500.2713154595,6187499.853328593,0.26039860436374873,0.0581024804763719,Increase,0.017383027778384196,3.34248332437358,3.34248332437358,Thermal: Thermal group: warm,3.34248332437358
Foraging guild,Omnivorous corvids,FF38,FF38_1,FF38,667500.2333278777,6192499.870393818,0.03935573151827153,FF38_3,FF38,667500.2333278777,6192499.870393818,0.07726454263646546,0.03790881111819393,Increase,0.01281616434375531,2.9578905280396968,2.9578905280396968,Foraging guild: Omnivorous corvids,2.9578905280396968
Foraging guild,Aquatic pursuers,FF39,FF39_1,FF39,667500.2764708342,6197499.828398651,0.003650431664487432,FF39_3,FF39,667500.2764708342,6197499.828398651,0.031174048351586263,0.02752361668709883,Increase,0.008253999779277288,3.3345792855725964,3.3345792855725964,Foraging guild: Aquatic pursuers,3.3345792855725964
Foraging guild,Diurnal raptors,FF40,FF40_1,FF40,672500.2677202892,6152499.75185617,0.017656700762734415,FF40_3,FF40,672500.2677202892,6152499.75185617,0.049295291698107306,0.03163859093537289,Increase,0.010732638859737756,2.9478855432340483,2.9478855432340483,Foraging guild: Diurnal raptors,2.9478855432340483
Migration,long-distance,FF41,FF41_1,FF41,672500.2610297143,6157499.749462805,0.28876044289010366,FF41_3,FF41,672500.2610297143,6157499.749462805,0.22251104351339646,-0.06624939937670721,Decrease,0.028920469123825114,-2.290744285407527,2.290744285407527,Migration: long-distance,-2.290744285407527
Migration,long-distance,FF42,FF42_1,FF42,672500.2674698508,6162499.797357992,0.29663263789990996,FF42_3,FF42,672500.2674698508,6162499.797357992,0.2299475342735305,-0.06668510362637944,Decrease,0.028920469123825114,-2.3058098864462493,2.3058098864462493,Migration: long-distance,-2.3058098864462493
Migration,short-and long-distance,FF43,FF43_1,FF43,672500.289242156,6167499.784242888,0.0030832549597192074,FF43_3,FF43,672500.289242156,6167499.784242888,0.01868265761489282,0.015599402655173612,Increase,0.005534462869832597,2.818593786255802,2.818593786255802,Migration: short-and long-distance,2.818593786255802
Migration,short-and long-distance,FF44,FF44_1,FF44,672500.2569006486,6172499.818821288,0.0020746258959247095,FF44_3,FF44,672500.2569006486,6172499.818821288,0.014871190512114213,0.012796564616189504,Increase,0.005534462869832597,2.312160171123628,2.312160171123628,Migration: short-and long-distance,2.312160171123628
Foraging guild,Diurnal raptors,FF45,FF45_1,FF45,672500.298489102,6177499.7947630705,0.009939898655818864,FF45_3,FF45,672500.298489102,6177499.7947630705,0.03394488886800367,0.024004990212184805,Increase,0.010732638859737756,2.2366344871843893,2.2366344871843893,Foraging guild: Diurnal raptors,2.2366344871843893
Migration,short-and long-distance,FF46,FF46_1,FF46,672500.2817369283,6182499.818284865,0.0032990404830709388,FF46_3,FF46,672500.2817369283,6182499.818284865,0.01876671641284524,0.015467675929774301,Increase,0.005534462869832597,2.794792610152999,2.794792610152999,Migration: short-and long-distance,2.794792610152999
Foraging guild,Diurnal raptors,FF50,FF50_1,FF50,677500.2932886138,6152499.739124405,0.021516447945402244,FF50_3,FF50,677500.2932886138,6152499.739124405,0.053703354328704975,0.03218690638330273,Increase,0.010732638859737756,2.9989741389741678,2.9989741389741678,Foraging guild: Diurnal raptors,2.9989741389741678
Migration,short-and long-distance,FF51,FF51_1,FF51,677500.3033863106,6157499.735752224,0.0048584604219209975,FF51_3,FF51,677500.3033863106,6157499.735752224,0.016673064619781713,0.011814604197860717,Increase,0.005534462869832597,2.134733663543049,2.134733663543049,Migration: short-and long-distance,2.134733663543049
Migration,long-distance,FF52,FF52_1,FF52,677500.247585791,6162499.780240425,0.28684797743750723,FF52_3,FF52,677500.247585791,6162499.780240425,0.21780145985698474,-0.06904651758052249,Decrease,0.028920469123825114,-2.3874618798503837,2.3874618798503837,Migration: long-distance,-2.3874618798503837
Migration,short-and long-distance,FF53,FF53_1,FF53,677500.2543300018,6167499.7663993435,0.0017218447036789623,FF53_3,FF53,677500.2543300018,6167499.7663993435,0.019879010754035985,0.018157166050357023,Increase,0.005534462869832597,3.2807458424427427,3.2807458424427427,Migration: short-and long-distance,3.2807458424427427
Migration,short-and long-distance,FF54,FF54_1,FF54,677500.2538217055,6172499.802859116,0.007197836157474071,FF54_3,FF54,677500.2538217055,6172499.802859116,0.020662569626840932,0.013464733469366861,Increase,0.005534462869832597,2.4328889335875394,2.4328889335875394,Migration: short-and long-distance,2.4328889335875394
Foraging guild,Omnivorous corvids,FF55,FF55_1,FF55,677500.2483948858,6177499.778318752,0.035252664053966494,FF55_3,FF55,677500.2483948858,6177499.778318752,0.06082622079950365,0.025573556745537157,Increase,0.01281616434375531,1.9954142331202158,1.9954142331202158,Foraging guild: Omnivorous corvids,1.9954142331202158
Thermal,Thermal group: cold,FF57,FF57_1,FF57,677500.2630915587,6187499.882293927,0.2565580104930125,FF57_3,FF57,677500.2630915587,6187499.882293927,0.20447487014659715,-0.05208314034641537,Decrease,0.018306465811002055,-2.8450680149913903,2.8450680149913903,Thermal: Thermal group: cold,-2.8450680149913903
Migration,short-and long-distance,FF60,FF60_1,FF60,682500.2545312074,6152499.719203852,0.012037187852383118,FF60_3,FF60,682500.2545312074,6152499.719203852,0.022778014579567397,0.010740826727184278,Increase,0.005534462869832597,1.940717099346835,1.940717099346835,Migration: short-and long-distance,1.940717099346835
Thermal,Thermal group: very warm,FF61,FF61_1,FF61,682500.2832841513,6157499.724413432,0.08021152472400715,FF61_3,FF61,682500.2832841513,6157499.724413432,0.11816212073124628,0.03795059600723913,Increase,0.012229177474484862,3.103282791211414,3.103282791211414,Thermal: Thermal group: very warm,3.103282791211414
Migration,short-and long-distance,FF62,FF62_1,FF62,682500.2931610722,6162499.780151567,0.006795222189514449,FF62_3,FF62,682500.2931610722,6162499.780151567,0.020194955461251253,0.013399733271736804,Increase,0.005534462869832597,2.4211443073864385,2.4211443073864385,Migration: short-and long-distance,2.4211443073864385
Migration,short-and long-distance,FF63,FF63_1,FF63,682500.286603715,6167499.775118978,0.0038532458411328625,FF63_3,FF63,682500.286603715,6167499.775118978,0.01712117543719842,0.013267929596065556,Increase,0.005534462869832597,2.3973292274462175,2.3973292274462175,Migration: short-and long-distance,2.3973292274462175
Migration,short-and long-distance,FF64,FF64_1,FF64,682500.2567777862,6172499.820493967,0.004294784144147688,FF64_3,FF64,682500.2567777862,6172499.820493967,0.0239318881186166,0.01963710397446891,Increase,0.005534462869832597,3.548149917403436,3.548149917403436,Migration: short-and long-distance,3.548149917403436
Migration,short-and long-distance,FF65,FF65_1,FF65,682500.2689476068,6177499.807606941,0.0020896324299488236,FF65_3,FF65,682500.2689476068,6177499.807606941,0.014944356584775638,0.012854724154826814,Increase,0.005534462869832597,2.322668785962175,2.322668785962175,Migration: short-and long-distance,2.322668785962175
Migration,short-and long-distance,FF66,FF66_1,FF66,682500.253306334,6182499.845007382,0.001907184088019314,FF66_3,FF66,682500.253306334,6182499.845007382,0.019502098482252584,0.01759491439423327,Increase,0.005534462869832597,3.1791548354475583,3.1791548354475583,Migration: short-and long-distance,3.1791548354475583
Foraging guild,Diurnal raptors,FF67,FF67_1,FF67,682500.2749867147,6187499.824026549,0.014553002754886841,FF67_3,FF67,682500.2749867147,6187499.824026549,0.04708704878231608,0.032534046027429236,Increase,0.010732638859737756,3.0313184346001725,3.0313184346001725,Foraging guild: Diurnal raptors,3.0313184346001725
Migration,sedentary and short-distance,FF69,FF69_1,FF69,682500.286269831,6197499.823893157,0.20189006008459875,FF69_3,FF69,682500.286269831,6197499.823893157,0.24741483477244477,0.04552477468784602,Increase,0.019759113830989605,2.303988684778278,2.303988684778278,Migration: sedentary and short-distance,2.303988684778278
Migration,long-distance,FF70,FF70_1,FF70,687500.2937067151,6152499.696531474,0.27914826843233875,FF70_3,FF70,687500.2937067151,6152499.696531474,0.23095580819895686,-0.04819246023338189,Decrease,0.028920469123825114,-1.6663789244580482,1.6663789244580482,Migration: long-distance,-1.6663789244580482
Migration,long-distance,FF71,FF71_1,FF71,687500.2797492278,6157499.717192857,0.2862426428114607,FF71_3,FF71,687500.2797492278,6157499.717192857,0.2270417459556569,-0.05920089685580382,Decrease,0.028920469123825114,-2.047024085340069,2.047024085340069,Migration: long-distance,-2.047024085340069
Migration,short-and long-distance,FF72,FF72_1,FF72,687500.2940864991,6162499.791177767,0.004058432273023823,FF72_3,FF72,687500.2940864991,6162499.791177767,0.018640476364856922,0.014582044091833099,Increase,0.005534462869832597,2.6347713291776347,2.6347713291776347,Migration: short-and long-distance,2.6347713291776347
Migration,short-and long-distance,FF73,FF73_1,FF73,687500.276108928,6167499.804490101,0.007435669121943973,FF73_3,FF73,687500.276108928,6167499.804490101,0.022496637474282464,0.015060968352338491,Increase,0.005534462869832597,2.7213062417372487,2.7213062417372487,Migration: short-and long-distance,2.7213062417372487
Migration,short-and long-distance,FF74,FF74_1,FF74,687500.2865121333,6172499.759767374,0.014874148439745475,FF74_3,FF74,687500.2865121333,6172499.759767374,0.02682032388910766,0.011946175449362184,Increase,0.005534462869832597,2.1585067476879694,2.1585067476879694,Migration: short-and long-distance,2.1585067476879694
Migration,short-and long-distance,FF75,FF75_1,FF75,687500.3181023151,6177499.768186162,0.01390650554943571,FF75_3,FF75,687500.3181023151,6177499.768186162,0.02620344934391494,0.012296943794479228,Increase,0.005534462869832597,2.2218856795494553,2.2218856795494553,Migration: short-and long-distance,2.2218856795494553
Thermal,CWM STI,FF76,FF76_1,FF76,687500.3057092606,6182499.826981119,11.806801048378627,FF76_3,FF76,687500.3057092606,6182499.826981119,12.017989010250936,0.2111879618723087,Increase,0.07804363974178909,2.7060239959468015,2.7060239959468015,Thermal: CWM STI,2.7060239959468015
Thermal,Thermal group: cold,FF77,FF77_1,FF77,687500.3145880764,6187499.827555462,0.26892565817014774,FF77_3,FF77,687500.3145880764,6187499.827555462,0.21648707252398472,-0.05243858564616302,Decrease,0.018306465811002055,-2.8644843951609604,2.8644843951609604,Thermal: Thermal group: cold,-2.8644843951609604
Migration,short-and long-distance,FF78,FF78_1,FF78,687500.2749215045,6192499.878377509,0.0047785291911460435,FF78_3,FF78,687500.2749215045,6192499.878377509,0.016793870645035142,0.012015341453889099,Increase,0.005534462869832597,2.171004076905575,2.171004076905575,Migration: short-and long-distance,2.171004076905575
Migration,short-and long-distance,FF79,FF79_1,FF79,687500.3143556966,6197499.873560948,0.006703090719847,FF79_3,FF79,687500.3143556966,6197499.873560948,0.021620865292195736,0.014917774572348736,Increase,0.005534462869832597,2.6954331293218994,2.6954331293218994,Migration: short-and long-distance,2.6954331293218994
Migration,long-distance,FF80,FF80_1,FF80,692500.3003915065,6152499.665078906,0.2978956730448926,FF80_3,FF80,692500.3003915065,6152499.665078906,0.2320477927168188,-0.06584788032807382,Decrease,0.028920469123825114,-2.276860726087854,2.276860726087854,Migration: long-distance,-2.276860726087854
Migration,short-and long-distance,FF81,FF81_1,FF81,692500.3087101678,6157499.713388103,0.0027484913801854066,FF81_3,FF81,692500.3087101678,6157499.713388103,0.019586450832986976,0.01683795945280157,Increase,0.005534462869832597,3.042383669169123,3.042383669169123,Migration: short-and long-distance,3.042383669169123
Migration,short-and long-distance,FF82,FF82_1,FF82,692500.3342172247,6162499.7039436465,0.003931557530167096,FF82_3,FF82,692500.3342172247,6162499.7039436465,0.026042207427407975,0.02211064989724088,Increase,0.005534462869832597,3.9950850547326318,3.9950850547326318,Migration: short-and long-distance,3.9950850547326318
Migration,short-and long-distance,FF83,FF83_1,FF83,692500.3066476895,6167499.745143122,0.0055263410285632895,FF83_3,FF83,692500.3066476895,6167499.745143122,0.02787467722031327,0.02234833619174998,Increase,0.005534462869832597,4.038031642341827,4.038031642341827,Migration: short-and long-distance,4.038031642341827
Migration,short-and long-distance,FF84,FF84_1,FF84,692500.2915752039,6172499.7284601815,0.011528840285183911,FF84_3,FF84,692500.2915752039,6172499.7284601815,0.03328621489570037,0.02175737461051646,Increase,0.005534462869832597,3.9312531536008954,3.9312531536008954,Migration: short-and long-distance,3.9312531536008954
Migration,short-and long-distance,FF86,FF86_1,FF86,692500.3421648205,6182499.746437445,0.014879289693212916,FF86_3,FF86,692500.3421648205,6182499.746437445,0.030775799990344084,0.01589651029713117,Increase,0.005534462869832597,2.8722769798999477,2.8722769798999477,Migration: short-and long-distance,2.8722769798999477
Migration,long-distance,FF87,FF87_1,FF87,692500.3401528873,6187499.778193614,0.2954428913016142,FF87_3,FF87,692500.3401528873,6187499.778193614,0.23363148380724863,-0.06181140749436559,Decrease,0.028920469123825114,-2.137289240700609,2.137289240700609,Migration: long-distance,-2.137289240700609
Migration,short-and long-distance,FF88,FF88_1,FF88,692500.3360075087,6192499.8630453255,0.002310793302357117,FF88_3,FF88,692500.3360075087,6192499.8630453255,0.02225155061573949,0.019940757313382372,Increase,0.005534462869832597,3.6030158268973134,3.6030158268973134,Migration: short-and long-distance,3.6030158268973134
Migration,short-and long-distance,FF89,FF89_1,FF89,692500.3322349075,6197499.889691258,0.006776676963155139,FF89_3,FF89,692500.3322349075,6197499.889691258,0.023324082305221535,0.016547405342066397,Increase,0.005534462869832597,2.989884606917042,2.989884606917042,Migration: short-and long-distance,2.989884606917042
Migration,long-distance,FF90,FF90_1,FF90,697500.3486702319,6152499.738025841,0.3047076077447279,FF90_3,FF90,697500.3486702319,6152499.738025841,0.23676224507167642,-0.06794536267305146,Decrease,0.028920469123825114,-2.349386601653604,2.349386601653604,Migration: long-distance,-2.349386601653604
Thermal,Thermal group: cold,FF91,FF91_1,FF91,697500.3229910781,6157499.709487912,0.27048150672476867,FF91_3,FF91,697500.3229910781,6157499.709487912,0.214734719634005,-0.055746787090763666,Decrease,0.018306465811002055,-3.045196580612531,3.045196580612531,Thermal: Thermal group: cold,-3.045196580612531
Migration,short-and long-distance,FF92,FF92_1,FF92,697500.293774317,6162499.734567302,0.006044736938915552,FF92_3,FF92,697500.293774317,6162499.734567302,0.03000340992795385,0.0239586729890383,Increase,0.005534462869832597,4.328996969088526,4.328996969088526,Migration: short-and long-distance,4.328996969088526
