"site","start_occurrence","end_occurrence","species","species_label","comparison","change_class"
"BE66",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE67",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE68",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BE69",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE70",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BE71",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE72",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BE73",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BE74",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE75",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BE76",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BE77",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BE78",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE79",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BE80",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BE81",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE82",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BE83",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BE84",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BE85",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE86",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BE87",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BE88",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BE89",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE90",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BE91",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE92",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BE93",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BE94",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BE95",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BE96",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE97",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE98",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BE99",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF00",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF01",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF02",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF03",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF04",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF05",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF06",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF07",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF08",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF10",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF11",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF12",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF13",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF14",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF15",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF16",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF17",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF18",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF20",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF21",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF22",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF23",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF24",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF25",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF26",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF27",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF28",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF29",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF30",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF31",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF32",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF33",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF34",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF35",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF36",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF37",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF38",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF39",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF40",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF41",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF42",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF43",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF44",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF45",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF46",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF47",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF48",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF49",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF50",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF51",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF52",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF53",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF54",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF55",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF56",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF57",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF58",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF59",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF60",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF61",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF62",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF63",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF64",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF65",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF66",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF67",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF68",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF69",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF70",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF71",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF72",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF73",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF74",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF75",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF76",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF77",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF78",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF79",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF80",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF81",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF82",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF83",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF84",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF85",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF86",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF87",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF88",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF89",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF90",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF91",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF92",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF93",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF94",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BF95",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF96",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BF97",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BF98",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BF99",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG09",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG19",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG26",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG27",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG28",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG29",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG30",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG31",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG32",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG33",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG36",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG37",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG38",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG39",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG40",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG41",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG42",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG43",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG45",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG48",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG49",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG50",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG51",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG52",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG53",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG54",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG55",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG56",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG57",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG58",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG59",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG60",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG61",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG62",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG63",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG64",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG65",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG66",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG67",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG68",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG69",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG70",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG71",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG72",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG73",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG74",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG75",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG76",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG77",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG78",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG79",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG80",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG81",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG82",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG83",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG84",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG85",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG86",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG87",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BG88",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG89",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG90",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG91",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG92",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG93",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG94",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BG95",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BG96",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG97",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG98",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BG99",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BH49",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH57",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH58",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH59",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BH66",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH67",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH68",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH69",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH76",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH77",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BH78",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BH79",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH86",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH87",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH88",0,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Gain"
"BH89",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"BH96",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH97",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
"BH98",1,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Loss"
"BH99",1,1,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Present both"
"CC01",0,0,"Accipiter_nisus","Eurasian Sparrowhawk
Accipiter nisus","1990s to 2010s","Absent both"
