atlas,atlas_num,chain,iteration,rho,draw_id
2010s,3,3,119,0.79,619
2010s,3,3,120,0.74,620
2010s,3,3,121,0.78,621
2010s,3,3,122,0.77,622
2010s,3,3,123,0.72,623
2010s,3,3,124,0.78,624
2010s,3,3,125,0.76,625
2010s,3,3,126,0.63,626
2010s,3,3,127,0.75,627
2010s,3,3,128,0.46,628
2010s,3,3,129,0.7,629
2010s,3,3,130,0.66,630
2010s,3,3,131,0.5,631
2010s,3,3,132,0.78,632
2010s,3,3,133,0.76,633
2010s,3,3,134,0.68,634
2010s,3,3,135,0.77,635
2010s,3,3,136,0.73,636
2010s,3,3,137,0.75,637
2010s,3,3,138,0.55,638
2010s,3,3,139,0.71,639
2010s,3,3,140,0.8,640
2010s,3,3,141,0.81,641
2010s,3,3,142,0.77,642
2010s,3,3,143,0.65,643
2010s,3,3,144,0.78,644
2010s,3,3,145,0.75,645
2010s,3,3,146,0.61,646
2010s,3,3,147,0.72,647
2010s,3,3,148,0.74,648
2010s,3,3,149,0.67,649
2010s,3,3,150,0.71,650
2010s,3,3,151,0.69,651
2010s,3,3,152,0.73,652
2010s,3,3,153,0.79,653
2010s,3,3,154,0.62,654
2010s,3,3,155,0.76,655
2010s,3,3,156,0.73,656
2010s,3,3,157,0.84,657
2010s,3,3,158,0.76,658
2010s,3,3,159,0.86,659
2010s,3,3,160,0.67,660
2010s,3,3,161,0.72,661
2010s,3,3,162,0.79,662
2010s,3,3,163,0.79,663
2010s,3,3,164,0.78,664
2010s,3,3,165,0.78,665
2010s,3,3,166,0.86,666
2010s,3,3,167,0.68,667
2010s,3,3,168,0.79,668
2010s,3,3,169,0.81,669
2010s,3,3,170,0.66,670
2010s,3,3,171,0.76,671
2010s,3,3,172,0.7,672
2010s,3,3,173,0.71,673
2010s,3,3,174,0.71,674
2010s,3,3,175,0.8,675
2010s,3,3,176,0.77,676
2010s,3,3,177,0.71,677
2010s,3,3,178,0.68,678
2010s,3,3,179,0.82,679
2010s,3,3,180,0.76,680
2010s,3,3,181,0.71,681
2010s,3,3,182,0.71,682
2010s,3,3,183,0.72,683
2010s,3,3,184,0.63,684
2010s,3,3,185,0.8,685
2010s,3,3,186,0.7,686
2010s,3,3,187,0.76,687
2010s,3,3,188,0.58,688
2010s,3,3,189,0.72,689
2010s,3,3,190,0.67,690
2010s,3,3,191,0.7,691
2010s,3,3,192,0.65,692
2010s,3,3,193,0.66,693
2010s,3,3,194,0.7,694
2010s,3,3,195,0.7,695
2010s,3,3,196,0.68,696
2010s,3,3,197,0.71,697
2010s,3,3,198,0.59,698
2010s,3,3,199,0.68,699
2010s,3,3,200,0.78,700
2010s,3,3,201,0.69,701
2010s,3,3,202,0.64,702
2010s,3,3,203,0.75,703
2010s,3,3,204,0.69,704
2010s,3,3,205,0.63,705
2010s,3,3,206,0.72,706
2010s,3,3,207,0.71,707
2010s,3,3,208,0.77,708
2010s,3,3,209,0.7,709
2010s,3,3,210,0.65,710
2010s,3,3,211,0.67,711
2010s,3,3,212,0.65,712
2010s,3,3,213,0.85,713
2010s,3,3,214,0.7,714
2010s,3,3,215,0.71,715
2010s,3,3,216,0.67,716
2010s,3,3,217,0.64,717
2010s,3,3,218,0.82,718
2010s,3,3,219,0.74,719
2010s,3,3,220,0.62,720
2010s,3,3,221,0.79,721
2010s,3,3,222,0.73,722
2010s,3,3,223,0.77,723
2010s,3,3,224,0.82,724
2010s,3,3,225,0.69,725
2010s,3,3,226,0.68,726
2010s,3,3,227,0.75,727
2010s,3,3,228,0.74,728
2010s,3,3,229,0.68,729
2010s,3,3,230,0.81,730
2010s,3,3,231,0.74,731
2010s,3,3,232,0.71,732
2010s,3,3,233,0.79,733
2010s,3,3,234,0.77,734
2010s,3,3,235,0.78,735
2010s,3,3,236,0.8,736
2010s,3,3,237,0.64,737
2010s,3,3,238,0.85,738
2010s,3,3,239,0.69,739
2010s,3,3,240,0.72,740
2010s,3,3,241,0.71,741
2010s,3,3,242,0.54,742
2010s,3,3,243,0.66,743
2010s,3,3,244,0.72,744
2010s,3,3,245,0.74,745
2010s,3,3,246,0.63,746
2010s,3,3,247,0.63,747
2010s,3,3,248,0.53,748
2010s,3,3,249,0.7,749
2010s,3,3,250,0.67,750
2010s,3,4,1,0.75,751
2010s,3,4,2,0.81,752
2010s,3,4,3,0.72,753
2010s,3,4,4,0.78,754
2010s,3,4,5,0.67,755
2010s,3,4,6,0.75,756
2010s,3,4,7,0.81,757
2010s,3,4,8,0.66,758
2010s,3,4,9,0.73,759
2010s,3,4,10,0.75,760
2010s,3,4,11,0.73,761
2010s,3,4,12,0.85,762
2010s,3,4,13,0.76,763
2010s,3,4,14,0.67,764
2010s,3,4,15,0.67,765
2010s,3,4,16,0.7,766
2010s,3,4,17,0.79,767
2010s,3,4,18,0.79,768
2010s,3,4,19,0.78,769
2010s,3,4,20,0.73,770
2010s,3,4,21,0.65,771
2010s,3,4,22,0.7,772
2010s,3,4,23,0.75,773
2010s,3,4,24,0.64,774
2010s,3,4,25,0.72,775
2010s,3,4,26,0.76,776
2010s,3,4,27,0.74,777
2010s,3,4,28,0.8,778
2010s,3,4,29,0.73,779
2010s,3,4,30,0.78,780
2010s,3,4,31,0.7,781
2010s,3,4,32,0.69,782
2010s,3,4,33,0.77,783
2010s,3,4,34,0.81,784
2010s,3,4,35,0.82,785
2010s,3,4,36,0.68,786
2010s,3,4,37,0.66,787
2010s,3,4,38,0.7,788
2010s,3,4,39,0.89,789
2010s,3,4,40,0.64,790
2010s,3,4,41,0.84,791
2010s,3,4,42,0.65,792
2010s,3,4,43,0.83,793
2010s,3,4,44,0.69,794
2010s,3,4,45,0.74,795
2010s,3,4,46,0.77,796
2010s,3,4,47,0.74,797
2010s,3,4,48,0.83,798
2010s,3,4,49,0.72,799
2010s,3,4,50,0.64,800
2010s,3,4,51,0.63,801
2010s,3,4,52,0.65,802
2010s,3,4,53,0.79,803
2010s,3,4,54,0.91,804
2010s,3,4,55,0.74,805
2010s,3,4,56,0.59,806
2010s,3,4,57,0.65,807
2010s,3,4,58,0.59,808
2010s,3,4,59,0.67,809
2010s,3,4,60,0.8,810
2010s,3,4,61,0.64,811
2010s,3,4,62,0.73,812
2010s,3,4,63,0.78,813
2010s,3,4,64,0.67,814
2010s,3,4,65,0.86,815
2010s,3,4,66,0.76,816
2010s,3,4,67,0.7,817
2010s,3,4,68,0.58,818
2010s,3,4,69,0.82,819
2010s,3,4,70,0.64,820
2010s,3,4,71,0.73,821
2010s,3,4,72,0.78,822
2010s,3,4,73,0.82,823
2010s,3,4,74,0.7,824
2010s,3,4,75,0.67,825
2010s,3,4,76,0.77,826
2010s,3,4,77,0.65,827
2010s,3,4,78,0.76,828
2010s,3,4,79,0.75,829
2010s,3,4,80,0.73,830
2010s,3,4,81,0.69,831
2010s,3,4,82,0.82,832
2010s,3,4,83,0.56,833
2010s,3,4,84,0.64,834
2010s,3,4,85,0.69,835
2010s,3,4,86,0.68,836
2010s,3,4,87,0.54,837
2010s,3,4,88,0.64,838
2010s,3,4,89,0.69,839
2010s,3,4,90,0.71,840
2010s,3,4,91,0.77,841
2010s,3,4,92,0.66,842
2010s,3,4,93,0.72,843
2010s,3,4,94,0.65,844
2010s,3,4,95,0.73,845
2010s,3,4,96,0.77,846
2010s,3,4,97,0.78,847
2010s,3,4,98,0.75,848
2010s,3,4,99,0.66,849
2010s,3,4,100,0.68,850
2010s,3,4,101,0.71,851
2010s,3,4,102,0.57,852
2010s,3,4,103,0.66,853
2010s,3,4,104,0.71,854
2010s,3,4,105,0.75,855
2010s,3,4,106,0.7,856
2010s,3,4,107,0.8,857
2010s,3,4,108,0.65,858
2010s,3,4,109,0.77,859
2010s,3,4,110,0.83,860
2010s,3,4,111,0.84,861
2010s,3,4,112,0.63,862
2010s,3,4,113,0.74,863
2010s,3,4,114,0.72,864
2010s,3,4,115,0.54,865
2010s,3,4,116,0.69,866
2010s,3,4,117,0.7,867
2010s,3,4,118,0.7,868
2010s,3,4,119,0.65,869
2010s,3,4,120,0.82,870
2010s,3,4,121,0.85,871
2010s,3,4,122,0.8,872
2010s,3,4,123,0.59,873
2010s,3,4,124,0.64,874
2010s,3,4,125,0.7,875
2010s,3,4,126,0.63,876
2010s,3,4,127,0.68,877
2010s,3,4,128,0.61,878
2010s,3,4,129,0.63,879
2010s,3,4,130,0.69,880
2010s,3,4,131,0.75,881
2010s,3,4,132,0.66,882
2010s,3,4,133,0.81,883
2010s,3,4,134,0.77,884
2010s,3,4,135,0.69,885
2010s,3,4,136,0.71,886
2010s,3,4,137,0.83,887
2010s,3,4,138,0.56,888
2010s,3,4,139,0.65,889
2010s,3,4,140,0.7,890
2010s,3,4,141,0.81,891
2010s,3,4,142,0.68,892
2010s,3,4,143,0.74,893
2010s,3,4,144,0.79,894
2010s,3,4,145,0.74,895
2010s,3,4,146,0.76,896
2010s,3,4,147,0.74,897
2010s,3,4,148,0.64,898
2010s,3,4,149,0.67,899
2010s,3,4,150,0.75,900
2010s,3,4,151,0.68,901
2010s,3,4,152,0.77,902
2010s,3,4,153,0.8,903
2010s,3,4,154,0.66,904
2010s,3,4,155,0.74,905
2010s,3,4,156,0.55,906
2010s,3,4,157,0.65,907
2010s,3,4,158,0.53,908
2010s,3,4,159,0.63,909
2010s,3,4,160,0.69,910
2010s,3,4,161,0.63,911
2010s,3,4,162,0.65,912
2010s,3,4,163,0.52,913
2010s,3,4,164,0.74,914
2010s,3,4,165,0.77,915
2010s,3,4,166,0.83,916
2010s,3,4,167,0.66,917
2010s,3,4,168,0.78,918
2010s,3,4,169,0.73,919
2010s,3,4,170,0.62,920
2010s,3,4,171,0.67,921
2010s,3,4,172,0.75,922
2010s,3,4,173,0.69,923
2010s,3,4,174,0.71,924
2010s,3,4,175,0.74,925
2010s,3,4,176,0.7,926
2010s,3,4,177,0.7,927
2010s,3,4,178,0.7,928
2010s,3,4,179,0.73,929
2010s,3,4,180,0.75,930
2010s,3,4,181,0.72,931
2010s,3,4,182,0.74,932
2010s,3,4,183,0.73,933
2010s,3,4,184,0.7,934
2010s,3,4,185,0.72,935
2010s,3,4,186,0.73,936
2010s,3,4,187,0.71,937
2010s,3,4,188,0.68,938
2010s,3,4,189,0.8,939
2010s,3,4,190,0.61,940
2010s,3,4,191,0.82,941
2010s,3,4,192,0.8,942
2010s,3,4,193,0.53,943
2010s,3,4,194,0.66,944
2010s,3,4,195,0.67,945
2010s,3,4,196,0.85,946
2010s,3,4,197,0.76,947
2010s,3,4,198,0.66,948
2010s,3,4,199,0.64,949
2010s,3,4,200,0.76,950
2010s,3,4,201,0.8,951
2010s,3,4,202,0.77,952
2010s,3,4,203,0.67,953
2010s,3,4,204,0.65,954
2010s,3,4,205,0.65,955
2010s,3,4,206,0.75,956
2010s,3,4,207,0.63,957
2010s,3,4,208,0.63,958
2010s,3,4,209,0.7,959
2010s,3,4,210,0.68,960
2010s,3,4,211,0.71,961
2010s,3,4,212,0.65,962
2010s,3,4,213,0.76,963
2010s,3,4,214,0.71,964
2010s,3,4,215,0.68,965
2010s,3,4,216,0.69,966
2010s,3,4,217,0.79,967
2010s,3,4,218,0.72,968
2010s,3,4,219,0.65,969
2010s,3,4,220,0.64,970
2010s,3,4,221,0.72,971
2010s,3,4,222,0.75,972
2010s,3,4,223,0.71,973
2010s,3,4,224,0.74,974
2010s,3,4,225,0.81,975
2010s,3,4,226,0.68,976
2010s,3,4,227,0.61,977
2010s,3,4,228,0.78,978
2010s,3,4,229,0.68,979
2010s,3,4,230,0.78,980
2010s,3,4,231,0.76,981
2010s,3,4,232,0.65,982
2010s,3,4,233,0.69,983
2010s,3,4,234,0.76,984
2010s,3,4,235,0.7,985
2010s,3,4,236,0.6,986
2010s,3,4,237,0.69,987
2010s,3,4,238,0.68,988
2010s,3,4,239,0.7,989
2010s,3,4,240,0.76,990
2010s,3,4,241,0.75,991
2010s,3,4,242,0.77,992
2010s,3,4,243,0.66,993
2010s,3,4,244,0.73,994
2010s,3,4,245,0.68,995
2010s,3,4,246,0.69,996
2010s,3,4,247,0.69,997
2010s,3,4,248,0.62,998
2010s,3,4,249,0.79,999
2010s,3,4,250,0.66,1000
