atlas,permutation,variable_raw,variable,null_r2t_beta
2010s,300,tmean_breeding,Temperature,0.004278103499973096
2010s,300,prec_breeding,Precipitation,0.00478886236521261
2010s,300,hh,Land-use heterogeneity,0.009540379852655566
2010s,300,perc_urban,Urban,0.013755253517655565
2010s,300,perc_cropland,Cropland,0.004107848668441977
2010s,300,perc_pasture,Pasture,0.004821731274492023
2010s,300,perc_forest,Forest,0.004907702302083152
2010s,300,perc_grass_shrub,Grass/shrubland,0.005660384839357779
2010s,301,tmean_breeding,Temperature,0.004159214873723861
2010s,301,prec_breeding,Precipitation,0.00468737791232254
2010s,301,hh,Land-use heterogeneity,0.0044616471431622
2010s,301,perc_urban,Urban,0.0029740144682801044
2010s,301,perc_cropland,Cropland,0.0023175130462068172
2010s,301,perc_pasture,Pasture,0.004786640626971445
2010s,301,perc_forest,Forest,0.0031591862521969656
2010s,301,perc_grass_shrub,Grass/shrubland,0.004861409312199821
2010s,302,tmean_breeding,Temperature,0.008414462635223592
2010s,302,prec_breeding,Precipitation,0.00407434718726788
2010s,302,hh,Land-use heterogeneity,0.005361639737430892
2010s,302,perc_urban,Urban,0.007168451980378017
2010s,302,perc_cropland,Cropland,0.005704788095443572
2010s,302,perc_pasture,Pasture,0.005457757864326767
2010s,302,perc_forest,Forest,0.002815141323055729
2010s,302,perc_grass_shrub,Grass/shrubland,0.005328926118548942
2010s,303,tmean_breeding,Temperature,0.006516863017364878
2010s,303,prec_breeding,Precipitation,0.006468988881408682
2010s,303,hh,Land-use heterogeneity,0.005513856779659214
2010s,303,perc_urban,Urban,0.004553846334523298
2010s,303,perc_cropland,Cropland,0.0032312773066552327
2010s,303,perc_pasture,Pasture,0.006154365790078465
2010s,303,perc_forest,Forest,0.004465400713678861
2010s,303,perc_grass_shrub,Grass/shrubland,0.0046665028457565415
2010s,304,tmean_breeding,Temperature,0.00455175990318303
2010s,304,prec_breeding,Precipitation,0.003799133459772246
2010s,304,hh,Land-use heterogeneity,0.00494096035362412
2010s,304,perc_urban,Urban,0.005281553456836202
2010s,304,perc_cropland,Cropland,0.003483208145433484
2010s,304,perc_pasture,Pasture,0.005592383882635724
2010s,304,perc_forest,Forest,0.012163414048535388
2010s,304,perc_grass_shrub,Grass/shrubland,0.009580627308314832
2010s,305,tmean_breeding,Temperature,0.004381970601553595
2010s,305,prec_breeding,Precipitation,0.004751377941780158
2010s,305,hh,Land-use heterogeneity,0.004449246335056997
2010s,305,perc_urban,Urban,0.0046568468057680695
2010s,305,perc_cropland,Cropland,0.004061510254702433
2010s,305,perc_pasture,Pasture,0.004054145171160497
2010s,305,perc_forest,Forest,0.004653498518812914
2010s,305,perc_grass_shrub,Grass/shrubland,0.004817151505181574
2010s,306,tmean_breeding,Temperature,0.009762763688367988
2010s,306,prec_breeding,Precipitation,0.006612107924785209
2010s,306,hh,Land-use heterogeneity,0.00459110275157625
2010s,306,perc_urban,Urban,0.002707531167670017
2010s,306,perc_cropland,Cropland,0.0064167286263466065
2010s,306,perc_pasture,Pasture,0.002973006873633504
2010s,306,perc_forest,Forest,0.004459008902118112
2010s,306,perc_grass_shrub,Grass/shrubland,0.004293371552322395
2010s,307,tmean_breeding,Temperature,0.01622516680342157
2010s,307,prec_breeding,Precipitation,0.0040883467156789385
2010s,307,hh,Land-use heterogeneity,0.004227730112269634
2010s,307,perc_urban,Urban,0.004781361063083883
2010s,307,perc_cropland,Cropland,0.007781560743597436
2010s,307,perc_pasture,Pasture,0.005877384245055285
2010s,307,perc_forest,Forest,0.0033279197929065914
2010s,307,perc_grass_shrub,Grass/shrubland,0.005046423602668683
2010s,308,tmean_breeding,Temperature,0.005606802008424738
2010s,308,prec_breeding,Precipitation,0.009736980479135179
2010s,308,hh,Land-use heterogeneity,0.005443330368111189
2010s,308,perc_urban,Urban,0.00452744738751029
2010s,308,perc_cropland,Cropland,0.010682455255088487
2010s,308,perc_pasture,Pasture,0.0038984579238939216
2010s,308,perc_forest,Forest,0.00555338613899241
2010s,308,perc_grass_shrub,Grass/shrubland,0.005524193416167068
2010s,309,tmean_breeding,Temperature,0.0035268853648878144
2010s,309,prec_breeding,Precipitation,0.0035569907380933563
2010s,309,hh,Land-use heterogeneity,0.00411896569479509
2010s,309,perc_urban,Urban,0.0033659487469992213
2010s,309,perc_cropland,Cropland,0.01307027381477924
2010s,309,perc_pasture,Pasture,0.005024014628853323
2010s,309,perc_forest,Forest,0.005160534896259916
2010s,309,perc_grass_shrub,Grass/shrubland,0.0062721053329700335
2010s,310,tmean_breeding,Temperature,0.0038129631666342263
2010s,310,prec_breeding,Precipitation,0.004053314564735766
2010s,310,hh,Land-use heterogeneity,0.00520749418179244
2010s,310,perc_urban,Urban,0.004189089032734861
2010s,310,perc_cropland,Cropland,0.003235503407105743
2010s,310,perc_pasture,Pasture,0.006128187264806438
2010s,310,perc_forest,Forest,0.004937536646239627
2010s,310,perc_grass_shrub,Grass/shrubland,0.005013981959823139
2010s,311,tmean_breeding,Temperature,0.004482108586810329
2010s,311,prec_breeding,Precipitation,0.005630146719986012
2010s,311,hh,Land-use heterogeneity,0.008175829216597917
2010s,311,perc_urban,Urban,0.021550917196567754
2010s,311,perc_cropland,Cropland,0.011767084463750603
2010s,311,perc_pasture,Pasture,0.006028454063098724
2010s,311,perc_forest,Forest,0.009774629507037098
2010s,311,perc_grass_shrub,Grass/shrubland,0.008818159093293665
2010s,312,tmean_breeding,Temperature,0.006148604638548991
2010s,312,prec_breeding,Precipitation,0.005585830780647468
2010s,312,hh,Land-use heterogeneity,0.005555234071825747
2010s,312,perc_urban,Urban,0.004858069880769546
2010s,312,perc_cropland,Cropland,0.0030258896932034564
2010s,312,perc_pasture,Pasture,0.0033377314476474313
2010s,312,perc_forest,Forest,0.009510200760766422
2010s,312,perc_grass_shrub,Grass/shrubland,0.0047526155654376
2010s,313,tmean_breeding,Temperature,0.0059467380850320535
2010s,313,prec_breeding,Precipitation,0.009765589327129955
2010s,313,hh,Land-use heterogeneity,0.0063121750229817395
2010s,313,perc_urban,Urban,0.002579575795346268
2010s,313,perc_cropland,Cropland,0.006654274058932451
2010s,313,perc_pasture,Pasture,0.005451232933424088
2010s,313,perc_forest,Forest,0.0035905616631270614
2010s,313,perc_grass_shrub,Grass/shrubland,0.003975075600052864
2010s,314,tmean_breeding,Temperature,0.00569864228364003
2010s,314,prec_breeding,Precipitation,0.007826099503190916
2010s,314,hh,Land-use heterogeneity,0.005443231174243819
2010s,314,perc_urban,Urban,0.013041273388779674
2010s,314,perc_cropland,Cropland,0.004043117917780885
2010s,314,perc_pasture,Pasture,0.004652443767406801
2010s,314,perc_forest,Forest,0.0044049018712896786
2010s,314,perc_grass_shrub,Grass/shrubland,0.005174987499784519
2010s,315,tmean_breeding,Temperature,0.003663129842415958
2010s,315,prec_breeding,Precipitation,0.0050558624457250545
2010s,315,hh,Land-use heterogeneity,0.007666303153362841
2010s,315,perc_urban,Urban,0.01337298495030686
2010s,315,perc_cropland,Cropland,0.0073384903521788265
2010s,315,perc_pasture,Pasture,0.005164984110024042
2010s,315,perc_forest,Forest,0.009044448630006613
2010s,315,perc_grass_shrub,Grass/shrubland,0.007815854619566931
2010s,316,tmean_breeding,Temperature,0.00900151259634796
2010s,316,prec_breeding,Precipitation,0.004351464062579368
2010s,316,hh,Land-use heterogeneity,0.005641487618503315
2010s,316,perc_urban,Urban,0.004875268294180334
2010s,316,perc_cropland,Cropland,0.0027125447132293683
2010s,316,perc_pasture,Pasture,0.006683154857035195
2010s,316,perc_forest,Forest,0.003552286981210637
2010s,316,perc_grass_shrub,Grass/shrubland,0.004205854871828209
2010s,317,tmean_breeding,Temperature,0.005840929485260249
2010s,317,prec_breeding,Precipitation,0.004628023730186149
2010s,317,hh,Land-use heterogeneity,0.011556007194182575
2010s,317,perc_urban,Urban,0.005124216710567999
2010s,317,perc_cropland,Cropland,0.0020127468854514345
2010s,317,perc_pasture,Pasture,0.004760589616616458
2010s,317,perc_forest,Forest,0.0028308957093543257
2010s,317,perc_grass_shrub,Grass/shrubland,0.0040045273066201086
2010s,318,tmean_breeding,Temperature,0.004791576614332507
2010s,318,prec_breeding,Precipitation,0.01031836465044325
2010s,318,hh,Land-use heterogeneity,0.005535020763823233
2010s,318,perc_urban,Urban,0.0025158469156393265
2010s,318,perc_cropland,Cropland,0.003999398110754698
2010s,318,perc_pasture,Pasture,0.012583342654485696
2010s,318,perc_forest,Forest,0.0036604182685766587
2010s,318,perc_grass_shrub,Grass/shrubland,0.00503325627531796
2010s,319,tmean_breeding,Temperature,0.0048813280881977545
2010s,319,prec_breeding,Precipitation,0.0057029700680898115
2010s,319,hh,Land-use heterogeneity,0.007575330904519939
2010s,319,perc_urban,Urban,0.002993937582179703
2010s,319,perc_cropland,Cropland,0.006802639880669718
2010s,319,perc_pasture,Pasture,0.004014821361479296
2010s,319,perc_forest,Forest,0.005476713844387146
2010s,319,perc_grass_shrub,Grass/shrubland,0.005143546924184594
2010s,320,tmean_breeding,Temperature,0.0035301626491630075
2010s,320,prec_breeding,Precipitation,0.005728102060880518
2010s,320,hh,Land-use heterogeneity,0.007702647431017204
2010s,320,perc_urban,Urban,0.0052567090549043936
2010s,320,perc_cropland,Cropland,0.0029816471320493177
2010s,320,perc_pasture,Pasture,0.007235719523425856
2010s,320,perc_forest,Forest,0.003129916878481291
2010s,320,perc_grass_shrub,Grass/shrubland,0.0044702841747416375
2010s,321,tmean_breeding,Temperature,0.005702316283433103
2010s,321,prec_breeding,Precipitation,0.006148026156677037
2010s,321,hh,Land-use heterogeneity,0.005658721027569464
2010s,321,perc_urban,Urban,0.003575962084867068
2010s,321,perc_cropland,Cropland,0.0038868229815475974
2010s,321,perc_pasture,Pasture,0.009902998988143227
2010s,321,perc_forest,Forest,0.006998708726396368
2010s,321,perc_grass_shrub,Grass/shrubland,0.006871764132489198
2010s,322,tmean_breeding,Temperature,0.011721798039746503
2010s,322,prec_breeding,Precipitation,0.004628834980849811
2010s,322,hh,Land-use heterogeneity,0.006002395032903928
2010s,322,perc_urban,Urban,0.003241029557124139
2010s,322,perc_cropland,Cropland,0.004567125822904687
2010s,322,perc_pasture,Pasture,0.003878292108118698
2010s,322,perc_forest,Forest,0.0029258973776547198
2010s,322,perc_grass_shrub,Grass/shrubland,0.005322243173772893
2010s,323,tmean_breeding,Temperature,0.00554990139637815
2010s,323,prec_breeding,Precipitation,0.005443077185027377
2010s,323,hh,Land-use heterogeneity,0.006666823724737917
2010s,323,perc_urban,Urban,0.0036098495803090383
2010s,323,perc_cropland,Cropland,0.0037252144853390317
2010s,323,perc_pasture,Pasture,0.003653881094250502
2010s,323,perc_forest,Forest,0.0036613822337585185
2010s,323,perc_grass_shrub,Grass/shrubland,0.0060096338761461065
2010s,324,tmean_breeding,Temperature,0.004679829973308023
2010s,324,prec_breeding,Precipitation,0.006891759389883714
2010s,324,hh,Land-use heterogeneity,0.005598247777539133
2010s,324,perc_urban,Urban,0.005146837397745795
2010s,324,perc_cropland,Cropland,0.003251105362079484
2010s,324,perc_pasture,Pasture,0.004731417017840908
2010s,324,perc_forest,Forest,0.006432678031404442
2010s,324,perc_grass_shrub,Grass/shrubland,0.006090004163801122
2010s,325,tmean_breeding,Temperature,0.003295361040815311
2010s,325,prec_breeding,Precipitation,0.0027610005960018364
2010s,325,hh,Land-use heterogeneity,0.006158299647879826
2010s,325,perc_urban,Urban,0.007468978000882418
2010s,325,perc_cropland,Cropland,0.004300339325236689
2010s,325,perc_pasture,Pasture,0.004065529882983779
2010s,325,perc_forest,Forest,0.003385697619375068
2010s,325,perc_grass_shrub,Grass/shrubland,0.005287207156982334
2010s,326,tmean_breeding,Temperature,0.01716037876172703
2010s,326,prec_breeding,Precipitation,0.0053884167074588875
2010s,326,hh,Land-use heterogeneity,0.005775085382534073
2010s,326,perc_urban,Urban,0.003763203053639124
2010s,326,perc_cropland,Cropland,0.0034003570894613716
2010s,326,perc_pasture,Pasture,0.00451473394249882
2010s,326,perc_forest,Forest,0.002874686111683985
2010s,326,perc_grass_shrub,Grass/shrubland,0.005531951316609029
2010s,327,tmean_breeding,Temperature,0.004327074601240498
2010s,327,prec_breeding,Precipitation,0.00425622404141491
2010s,327,hh,Land-use heterogeneity,0.004527188617229806
2010s,327,perc_urban,Urban,0.004861986794251536
2010s,327,perc_cropland,Cropland,0.002717649301787696
2010s,327,perc_pasture,Pasture,0.0049611607538618836
2010s,327,perc_forest,Forest,0.005239415937207017
2010s,327,perc_grass_shrub,Grass/shrubland,0.007111344951870629
2010s,328,tmean_breeding,Temperature,0.0039121352716462434
2010s,328,prec_breeding,Precipitation,0.005016028540045335
2010s,328,hh,Land-use heterogeneity,0.005932102995666723
2010s,328,perc_urban,Urban,0.008944930586830427
2010s,328,perc_cropland,Cropland,0.003823531021809304
2010s,328,perc_pasture,Pasture,0.004956728483800048
2010s,328,perc_forest,Forest,0.01682376129225424
2010s,328,perc_grass_shrub,Grass/shrubland,0.014643927371441913
2010s,329,tmean_breeding,Temperature,0.007732303348400201
2010s,329,prec_breeding,Precipitation,0.005753295973813707
2010s,329,hh,Land-use heterogeneity,0.0063437621190072105
2010s,329,perc_urban,Urban,0.0037280072706708436
2010s,329,perc_cropland,Cropland,0.013864300223937911
2010s,329,perc_pasture,Pasture,0.003744817055457525
2010s,329,perc_forest,Forest,0.002999803711803673
2010s,329,perc_grass_shrub,Grass/shrubland,0.005377239042137947
2010s,330,tmean_breeding,Temperature,0.009001504009238772
2010s,330,prec_breeding,Precipitation,0.005214467837765403
2010s,330,hh,Land-use heterogeneity,0.005818456048089695
2010s,330,perc_urban,Urban,0.0035023503382827807
2010s,330,perc_cropland,Cropland,0.004323366319164623
2010s,330,perc_pasture,Pasture,0.019595108225952416
2010s,330,perc_forest,Forest,0.0031365478608735564
2010s,330,perc_grass_shrub,Grass/shrubland,0.010360293935866615
2010s,331,tmean_breeding,Temperature,0.0047580094944418725
2010s,331,prec_breeding,Precipitation,0.005944267525847801
2010s,331,hh,Land-use heterogeneity,0.005635984156488017
2010s,331,perc_urban,Urban,0.004139988664010499
2010s,331,perc_cropland,Cropland,0.004980180575606271
2010s,331,perc_pasture,Pasture,0.005220463350482639
2010s,331,perc_forest,Forest,0.005812791176025952
2010s,331,perc_grass_shrub,Grass/shrubland,0.004711379321453796
2010s,332,tmean_breeding,Temperature,0.005966647060848523
2010s,332,prec_breeding,Precipitation,0.00706643171267802
2010s,332,hh,Land-use heterogeneity,0.005758161684875909
2010s,332,perc_urban,Urban,0.01124231083359516
2010s,332,perc_cropland,Cropland,0.004679321191670622
2010s,332,perc_pasture,Pasture,0.006183444644563543
2010s,332,perc_forest,Forest,0.0053042934417167
2010s,332,perc_grass_shrub,Grass/shrubland,0.006445440892447239
2010s,333,tmean_breeding,Temperature,0.005653371338393887
2010s,333,prec_breeding,Precipitation,0.004331042839775102
2010s,333,hh,Land-use heterogeneity,0.004745981019878282
2010s,333,perc_urban,Urban,0.010151272292343074
2010s,333,perc_cropland,Cropland,0.0039037769560934803
2010s,333,perc_pasture,Pasture,0.004783377340187119
2010s,333,perc_forest,Forest,0.0046534075706239145
2010s,333,perc_grass_shrub,Grass/shrubland,0.004099145378458397
2010s,334,tmean_breeding,Temperature,0.011360411883516053
2010s,334,prec_breeding,Precipitation,0.007419209244532048
2010s,334,hh,Land-use heterogeneity,0.004935661360855809
2010s,334,perc_urban,Urban,0.004545372283195906
2010s,334,perc_cropland,Cropland,0.005443415484306492
2010s,334,perc_pasture,Pasture,0.0035182792377611402
2010s,334,perc_forest,Forest,0.005241533716249832
2010s,334,perc_grass_shrub,Grass/shrubland,0.006907208226479769
2010s,335,tmean_breeding,Temperature,0.004636776971365698
2010s,335,prec_breeding,Precipitation,0.004329206330793961
2010s,335,hh,Land-use heterogeneity,0.004328367162822186
2010s,335,perc_urban,Urban,0.003537090938673083
2010s,335,perc_cropland,Cropland,0.003285093918660704
2010s,335,perc_pasture,Pasture,0.00839634587775596
2010s,335,perc_forest,Forest,0.006783884950775694
2010s,335,perc_grass_shrub,Grass/shrubland,0.006789911455459431
2010s,336,tmean_breeding,Temperature,0.013842785074705077
2010s,336,prec_breeding,Precipitation,0.0059351830966141855
2010s,336,hh,Land-use heterogeneity,0.0067953938402524425
2010s,336,perc_urban,Urban,0.007399733312829753
2010s,336,perc_cropland,Cropland,0.0035718646973126596
2010s,336,perc_pasture,Pasture,0.01176005196736783
2010s,336,perc_forest,Forest,0.005051922944807762
2010s,336,perc_grass_shrub,Grass/shrubland,0.005942056485214422
2010s,337,tmean_breeding,Temperature,0.011024359081877442
2010s,337,prec_breeding,Precipitation,0.0048012750708787254
2010s,337,hh,Land-use heterogeneity,0.004223512703469887
2010s,337,perc_urban,Urban,0.004466293193628251
2010s,337,perc_cropland,Cropland,0.003585037876748398
2010s,337,perc_pasture,Pasture,0.0024963873097529196
2010s,337,perc_forest,Forest,0.004547788105664981
2010s,337,perc_grass_shrub,Grass/shrubland,0.006316847471100764
2010s,338,tmean_breeding,Temperature,0.00449596184730511
2010s,338,prec_breeding,Precipitation,0.004528577444915881
2010s,338,hh,Land-use heterogeneity,0.007153516010554278
2010s,338,perc_urban,Urban,0.0112349287429895
2010s,338,perc_cropland,Cropland,0.01690374076286046
2010s,338,perc_pasture,Pasture,0.013483788702222275
2010s,338,perc_forest,Forest,0.004937137574313565
2010s,338,perc_grass_shrub,Grass/shrubland,0.00953558730139504
2010s,339,tmean_breeding,Temperature,0.005626273635566884
2010s,339,prec_breeding,Precipitation,0.005921776263199075
2010s,339,hh,Land-use heterogeneity,0.007230468485491765
2010s,339,perc_urban,Urban,0.010260674814021367
2010s,339,perc_cropland,Cropland,0.0028769307139960955
2010s,339,perc_pasture,Pasture,0.0040518094425854925
2010s,339,perc_forest,Forest,0.006382107750182649
2010s,339,perc_grass_shrub,Grass/shrubland,0.008122895304511884
2010s,340,tmean_breeding,Temperature,0.005564409078256607
2010s,340,prec_breeding,Precipitation,0.007284297097598496
2010s,340,hh,Land-use heterogeneity,0.004536115070253352
2010s,340,perc_urban,Urban,0.015378556184246495
2010s,340,perc_cropland,Cropland,0.0033774727349280276
2010s,340,perc_pasture,Pasture,0.01668093335809594
2010s,340,perc_forest,Forest,0.005505391763719518
2010s,340,perc_grass_shrub,Grass/shrubland,0.005140924612255132
2010s,341,tmean_breeding,Temperature,0.0033472801290199677
2010s,341,prec_breeding,Precipitation,0.003202248589138231
2010s,341,hh,Land-use heterogeneity,0.008501836334578676
2010s,341,perc_urban,Urban,0.01150629262712207
2010s,341,perc_cropland,Cropland,0.003756971972798501
2010s,341,perc_pasture,Pasture,0.004315488055687768
2010s,341,perc_forest,Forest,0.0035945345007524607
2010s,341,perc_grass_shrub,Grass/shrubland,0.00596673171486541
2010s,342,tmean_breeding,Temperature,0.0036820149144920883
2010s,342,prec_breeding,Precipitation,0.004717737552068029
2010s,342,hh,Land-use heterogeneity,0.0069083192750996215
2010s,342,perc_urban,Urban,0.00956906096442147
2010s,342,perc_cropland,Cropland,0.028786190885805776
2010s,342,perc_pasture,Pasture,0.0046790074048537736
2010s,342,perc_forest,Forest,0.011643868140934875
2010s,342,perc_grass_shrub,Grass/shrubland,0.01572960532153738
2010s,343,tmean_breeding,Temperature,0.005844620768475187
2010s,343,prec_breeding,Precipitation,0.005813217852593348
2010s,343,hh,Land-use heterogeneity,0.018955724749503366
2010s,343,perc_urban,Urban,0.004170772342843078
2010s,343,perc_cropland,Cropland,0.007205530416505507
2010s,343,perc_pasture,Pasture,0.005497459584952423
2010s,343,perc_forest,Forest,0.005616709390292092
2010s,343,perc_grass_shrub,Grass/shrubland,0.015875197631449192
2010s,344,tmean_breeding,Temperature,0.0029896553901120225
2010s,344,prec_breeding,Precipitation,0.005781884326036459
2010s,344,hh,Land-use heterogeneity,0.0065747460075462495
2010s,344,perc_urban,Urban,0.0032978371234040557
2010s,344,perc_cropland,Cropland,0.004190642959071708
2010s,344,perc_pasture,Pasture,0.00955212595046087
2010s,344,perc_forest,Forest,0.004479623718682007
2010s,344,perc_grass_shrub,Grass/shrubland,0.006579173834107966
2010s,345,tmean_breeding,Temperature,0.005908634126875461
2010s,345,prec_breeding,Precipitation,0.004459369867159336
2010s,345,hh,Land-use heterogeneity,0.008025625961168376
2010s,345,perc_urban,Urban,0.012498942932889449
2010s,345,perc_cropland,Cropland,0.004535738130222381
2010s,345,perc_pasture,Pasture,0.00629365917427622
2010s,345,perc_forest,Forest,0.009186926111524763
2010s,345,perc_grass_shrub,Grass/shrubland,0.008263876722781512
2010s,346,tmean_breeding,Temperature,0.007475324924846049
2010s,346,prec_breeding,Precipitation,0.003682399716573363
2010s,346,hh,Land-use heterogeneity,0.008870092347383254
2010s,346,perc_urban,Urban,0.006289089308932152
2010s,346,perc_cropland,Cropland,0.003648016052106096
2010s,346,perc_pasture,Pasture,0.004142192309913431
2010s,346,perc_forest,Forest,0.005903831568426794
2010s,346,perc_grass_shrub,Grass/shrubland,0.01049400855797145
2010s,347,tmean_breeding,Temperature,0.004151006182825824
2010s,347,prec_breeding,Precipitation,0.005847454131223059
2010s,347,hh,Land-use heterogeneity,0.005406637431470063
2010s,347,perc_urban,Urban,0.003535044467391367
2010s,347,perc_cropland,Cropland,0.003134765113448198
2010s,347,perc_pasture,Pasture,0.004269961726983382
2010s,347,perc_forest,Forest,0.004006764520487025
2010s,347,perc_grass_shrub,Grass/shrubland,0.004878055178806638
2010s,348,tmean_breeding,Temperature,0.009503978698364498
2010s,348,prec_breeding,Precipitation,0.005321725438570479
2010s,348,hh,Land-use heterogeneity,0.00413248821429866
2010s,348,perc_urban,Urban,0.003964323752119617
2010s,348,perc_cropland,Cropland,0.003456814858979418
2010s,348,perc_pasture,Pasture,0.007665016970255987
2010s,348,perc_forest,Forest,0.002866396474017324
2010s,348,perc_grass_shrub,Grass/shrubland,0.004300598471461236
2010s,349,tmean_breeding,Temperature,0.005617432337186846
2010s,349,prec_breeding,Precipitation,0.005394764415752417
2010s,349,hh,Land-use heterogeneity,0.00793591068756921
2010s,349,perc_urban,Urban,0.012961443014627825
2010s,349,perc_cropland,Cropland,0.005623310210366567
2010s,349,perc_pasture,Pasture,0.004114910577853918
2010s,349,perc_forest,Forest,0.003211022376110112
2010s,349,perc_grass_shrub,Grass/shrubland,0.004255707114987933
2010s,350,tmean_breeding,Temperature,0.004153577720199835
2010s,350,prec_breeding,Precipitation,0.007201759536557591
2010s,350,hh,Land-use heterogeneity,0.005652723891417316
2010s,350,perc_urban,Urban,0.006152442465957542
2010s,350,perc_cropland,Cropland,0.005212193457644374
2010s,350,perc_pasture,Pasture,0.007546893533735944
2010s,350,perc_forest,Forest,0.004597615070766779
2010s,350,perc_grass_shrub,Grass/shrubland,0.009277707787043454
2010s,351,tmean_breeding,Temperature,0.010044601975690388
2010s,351,prec_breeding,Precipitation,0.005149889499418864
2010s,351,hh,Land-use heterogeneity,0.007265445689801927
2010s,351,perc_urban,Urban,0.0036724658503718716
2010s,351,perc_cropland,Cropland,0.012931688626690443
2010s,351,perc_pasture,Pasture,0.0033131824271455538
2010s,351,perc_forest,Forest,0.004801299425727057
2010s,351,perc_grass_shrub,Grass/shrubland,0.006097713792113759
2010s,352,tmean_breeding,Temperature,0.003981091722849094
2010s,352,prec_breeding,Precipitation,0.0025577732659244757
2010s,352,hh,Land-use heterogeneity,0.005334879724190966
2010s,352,perc_urban,Urban,0.002653476821171556
2010s,352,perc_cropland,Cropland,0.0028481195374178052
2010s,352,perc_pasture,Pasture,0.005977193321476688
2010s,352,perc_forest,Forest,0.003140729229289838
2010s,352,perc_grass_shrub,Grass/shrubland,0.005811674375715792
2010s,353,tmean_breeding,Temperature,0.004947312282799185
2010s,353,prec_breeding,Precipitation,0.004780416358099029
2010s,353,hh,Land-use heterogeneity,0.00949656401257939
2010s,353,perc_urban,Urban,0.004104457073355212
2010s,353,perc_cropland,Cropland,0.006306575322358772
2010s,353,perc_pasture,Pasture,0.004155367129351257
2010s,353,perc_forest,Forest,0.0034210517780944765
2010s,353,perc_grass_shrub,Grass/shrubland,0.006198879888442389
2010s,354,tmean_breeding,Temperature,0.005972510392795322
2010s,354,prec_breeding,Precipitation,0.004564259387845658
2010s,354,hh,Land-use heterogeneity,0.00617510740546453
2010s,354,perc_urban,Urban,0.0031282829781154164
2010s,354,perc_cropland,Cropland,0.008489848953649239
2010s,354,perc_pasture,Pasture,0.007319967139943594
2010s,354,perc_forest,Forest,0.004506466310440958
2010s,354,perc_grass_shrub,Grass/shrubland,0.00576958623500627
2010s,355,tmean_breeding,Temperature,0.006677025071430255
2010s,355,prec_breeding,Precipitation,0.016073323941447424
2010s,355,hh,Land-use heterogeneity,0.004337277459157273
2010s,355,perc_urban,Urban,0.0022230773005375406
2010s,355,perc_cropland,Cropland,0.005490117831949319
2010s,355,perc_pasture,Pasture,0.004023985805966393
2010s,355,perc_forest,Forest,0.005853575273514726
2010s,355,perc_grass_shrub,Grass/shrubland,0.004597750771603068
2010s,356,tmean_breeding,Temperature,0.004221589026533105
2010s,356,prec_breeding,Precipitation,0.0087897824525558
2010s,356,hh,Land-use heterogeneity,0.007365331754600193
2010s,356,perc_urban,Urban,0.003954952082204491
2010s,356,perc_cropland,Cropland,0.004390456116404091
2010s,356,perc_pasture,Pasture,0.004640187636433214
2010s,356,perc_forest,Forest,0.004303309263848723
2010s,356,perc_grass_shrub,Grass/shrubland,0.007280324494380846
2010s,357,tmean_breeding,Temperature,0.0039416041428426635
2010s,357,prec_breeding,Precipitation,0.004281256887817424
2010s,357,hh,Land-use heterogeneity,0.006080008127683379
2010s,357,perc_urban,Urban,0.004439694566894771
2010s,357,perc_cropland,Cropland,0.012492247813177359
2010s,357,perc_pasture,Pasture,0.005739511671130424
2010s,357,perc_forest,Forest,0.010564294568705147
2010s,357,perc_grass_shrub,Grass/shrubland,0.004720916732226577
2010s,358,tmean_breeding,Temperature,0.0054197620052152925
2010s,358,prec_breeding,Precipitation,0.005563929959998344
2010s,358,hh,Land-use heterogeneity,0.0057986952751764645
2010s,358,perc_urban,Urban,0.005124308078505705
2010s,358,perc_cropland,Cropland,0.004024152896010437
2010s,358,perc_pasture,Pasture,0.01225264535121866
2010s,358,perc_forest,Forest,0.004433407027791726
2010s,358,perc_grass_shrub,Grass/shrubland,0.006617012786980161
2010s,359,tmean_breeding,Temperature,0.0059083882458582145
2010s,359,prec_breeding,Precipitation,0.007033013875290266
2010s,359,hh,Land-use heterogeneity,0.009080343772304267
2010s,359,perc_urban,Urban,0.0033841566588021605
2010s,359,perc_cropland,Cropland,0.0030281372352055393
2010s,359,perc_pasture,Pasture,0.006884311365813729
2010s,359,perc_forest,Forest,0.00377214532180387
2010s,359,perc_grass_shrub,Grass/shrubland,0.006878030808690879
2010s,360,tmean_breeding,Temperature,0.004810333097281322
2010s,360,prec_breeding,Precipitation,0.003285319157220295
2010s,360,hh,Land-use heterogeneity,0.005460715521898598
2010s,360,perc_urban,Urban,0.005979350491337139
2010s,360,perc_cropland,Cropland,0.007656405170062205
2010s,360,perc_pasture,Pasture,0.004366584978089686
2010s,360,perc_forest,Forest,0.004801343394554577
2010s,360,perc_grass_shrub,Grass/shrubland,0.006179380450598938
2010s,361,tmean_breeding,Temperature,0.00680567288747483
2010s,361,prec_breeding,Precipitation,0.003613058662813173
2010s,361,hh,Land-use heterogeneity,0.005540659342246956
2010s,361,perc_urban,Urban,0.007771358689492992
2010s,361,perc_cropland,Cropland,0.004163691093565735
2010s,361,perc_pasture,Pasture,0.0036551725279939107
2010s,361,perc_forest,Forest,0.0032988960031819247
2010s,361,perc_grass_shrub,Grass/shrubland,0.004965759580691707
2010s,362,tmean_breeding,Temperature,0.007715347683324995
2010s,362,prec_breeding,Precipitation,0.00734799145571643
