atlas,draw,variable_raw,variable,trait_family,full_r2t_beta,drop_r2t_beta,contribution
2010s,633,hh,Land-use heterogeneity,Migratory strategy,0.21634407782661927,0.1976670308833216,0.018677046943297665
2010s,633,hh,Land-use heterogeneity,Foraging guild,0.21634407782661927,0.0232193139617676,0.19312476386485167
2010s,633,perc_urban,Urban,Species thermal index,0.24766040295180375,0.23793096828963803,0.00972943466216572
2010s,633,perc_urban,Urban,Migratory strategy,0.24766040295180375,0.14541750067810832,0.10224290227369542
2010s,633,perc_urban,Urban,Foraging guild,0.24766040295180375,0.150635417987871,0.09702498496393275
2010s,633,perc_cropland,Cropland,Species thermal index,0.451132109512152,0.3642502936234783,0.08688181588867366
2010s,633,perc_cropland,Cropland,Migratory strategy,0.451132109512152,0.4259892447912386,0.02514286472091337
2010s,633,perc_cropland,Cropland,Foraging guild,0.451132109512152,0.26264801333743576,0.18848409617471623
2010s,633,perc_pasture,Pasture,Species thermal index,0.20325178124710652,0.20470424737280235,-0.0014524661256958282
2010s,633,perc_pasture,Pasture,Migratory strategy,0.20325178124710652,0.06441732503201567,0.13883445621509086
2010s,633,perc_pasture,Pasture,Foraging guild,0.20325178124710652,0.10985487102063875,0.09339691022646777
2010s,633,perc_forest,Forest,Species thermal index,0.27619512551886394,0.27939953496061004,-0.0032044094417461033
2010s,633,perc_forest,Forest,Migratory strategy,0.27619512551886394,0.2461565323068513,0.030038593212012632
2010s,633,perc_forest,Forest,Foraging guild,0.27619512551886394,0.025418459769750906,0.25077666574911306
2010s,633,perc_grass_shrub,Grass/shrubland,Species thermal index,0.18745782855394472,0.19527969871620873,-0.007821870162264016
2010s,633,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.18745782855394472,0.18393563767819454,0.003522190875750175
2010s,633,perc_grass_shrub,Grass/shrubland,Foraging guild,0.18745782855394472,1.861191751176509e-4,0.18727170937882706
2010s,634,tmean_breeding,Temperature,Species thermal index,0.3075509670304417,0.2808852123697147,0.026665754660727015
2010s,634,tmean_breeding,Temperature,Migratory strategy,0.3075509670304417,0.2500654198081509,0.05748554722229082
2010s,634,tmean_breeding,Temperature,Foraging guild,0.3075509670304417,0.07444917241912319,0.23310179461131852
2010s,634,prec_breeding,Precipitation,Species thermal index,0.15327165322711073,0.11948824618883457,0.03378340703827616
2010s,634,prec_breeding,Precipitation,Migratory strategy,0.15327165322711073,0.15271057722701054,5.610760001001913e-4
2010s,634,prec_breeding,Precipitation,Foraging guild,0.15327165322711073,0.026382921338109114,0.12688873188900163
2010s,634,hh,Land-use heterogeneity,Species thermal index,0.16138378107156787,0.12876891172914434,0.032614869342423525
2010s,634,hh,Land-use heterogeneity,Migratory strategy,0.16138378107156787,0.13243931008523693,0.028944470986330934
2010s,634,hh,Land-use heterogeneity,Foraging guild,0.16138378107156787,0.06301736152015631,0.09836641955141155
2010s,634,perc_urban,Urban,Species thermal index,0.32135951267349205,0.3315758421262499,-0.010216329452757855
2010s,634,perc_urban,Urban,Migratory strategy,0.32135951267349205,0.20578711644103473,0.11557239623245733
2010s,634,perc_urban,Urban,Foraging guild,0.32135951267349205,0.14069901999103182,0.18066049268246023
2010s,634,perc_cropland,Cropland,Species thermal index,0.564877230633739,0.47079454430216117,0.09408268633157779
2010s,634,perc_cropland,Cropland,Migratory strategy,0.564877230633739,0.4392812349062295,0.12559599572750946
2010s,634,perc_cropland,Cropland,Foraging guild,0.564877230633739,0.3287780794550195,0.23609915117871944
2010s,634,perc_pasture,Pasture,Species thermal index,0.17865966510247294,0.17853142118383764,1.2824391863530682e-4
2010s,634,perc_pasture,Pasture,Migratory strategy,0.17865966510247294,0.17866334435174516,-3.6792492722204084e-6
2010s,634,perc_pasture,Pasture,Foraging guild,0.17865966510247294,1.6039328440471874e-4,0.1784992718180682
2010s,634,perc_forest,Forest,Species thermal index,0.10488587045083722,0.0980043384333356,0.006881532017501621
2010s,634,perc_forest,Forest,Migratory strategy,0.10488587045083722,0.02492435716309196,0.07996151328774526
2010s,634,perc_forest,Forest,Foraging guild,0.10488587045083722,0.11401084205215208,-0.009124971601314855
2010s,634,perc_grass_shrub,Grass/shrubland,Species thermal index,0.015037313552432157,0.01971481162783628,-0.004677498075404124
2010s,634,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.015037313552432157,0.00830157902100244,0.006735734531429718
2010s,634,perc_grass_shrub,Grass/shrubland,Foraging guild,0.015037313552432157,0.00899578741738794,0.006041526135044217
2010s,635,tmean_breeding,Temperature,Species thermal index,0.21721712620786884,0.19663218416169784,0.020584942046171006
2010s,635,tmean_breeding,Temperature,Migratory strategy,0.21721712620786884,0.09300268252146299,0.12421444368640586
2010s,635,tmean_breeding,Temperature,Foraging guild,0.21721712620786884,0.13875109175345568,0.07846603445441316
2010s,635,prec_breeding,Precipitation,Species thermal index,0.16063702634525537,0.11746889572938042,0.04316813061587495
2010s,635,prec_breeding,Precipitation,Migratory strategy,0.16063702634525537,0.14286220417772155,0.017774822167533816
2010s,635,prec_breeding,Precipitation,Foraging guild,0.16063702634525537,0.057440615829872206,0.10319641051538317
2010s,635,hh,Land-use heterogeneity,Species thermal index,0.12782296035052357,0.08665788977824825,0.04116507057227532
2010s,635,hh,Land-use heterogeneity,Migratory strategy,0.12782296035052357,0.12696657555455076,8.563847959728033e-4
2010s,635,hh,Land-use heterogeneity,Foraging guild,0.12782296035052357,0.028503720484101915,0.09931923986642166
2010s,635,perc_urban,Urban,Species thermal index,0.2613504892637292,0.239128448597596,0.02222204066613323
2010s,635,perc_urban,Urban,Migratory strategy,0.2613504892637292,0.1869552215813708,0.07439526768235843
2010s,635,perc_urban,Urban,Foraging guild,0.2613504892637292,0.17372353479707486,0.08762695446665436
2010s,635,perc_cropland,Cropland,Species thermal index,0.4813183996718115,0.3036655123789745,0.17765288729283701
2010s,635,perc_cropland,Cropland,Migratory strategy,0.4813183996718115,0.42563019093672694,0.055688208735084566
2010s,635,perc_cropland,Cropland,Foraging guild,0.4813183996718115,0.30700630398882073,0.17431209568299078
2010s,635,perc_pasture,Pasture,Species thermal index,0.26092260218403207,0.2610208705138515,-9.826832981940647e-5
2010s,635,perc_pasture,Pasture,Migratory strategy,0.26092260218403207,0.159030710487148,0.10189189169688406
2010s,635,perc_pasture,Pasture,Foraging guild,0.26092260218403207,0.08182427845860382,0.17909832372542825
2010s,635,perc_forest,Forest,Species thermal index,0.3251739467123943,0.3062574518752883,0.018916494837106
2010s,635,perc_forest,Forest,Migratory strategy,0.3251739467123943,0.30170448641351805,0.023469460298876255
2010s,635,perc_forest,Forest,Foraging guild,0.3251739467123943,0.10515324329667276,0.22002070341572155
2010s,635,perc_grass_shrub,Grass/shrubland,Species thermal index,0.08904449133281782,0.09107469880787623,-0.0020302074750584154
2010s,635,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.08904449133281782,0.0804634602908284,0.008581031041989415
2010s,635,perc_grass_shrub,Grass/shrubland,Foraging guild,0.08904449133281782,0.032006746863872,0.05703774446894582
2010s,636,tmean_breeding,Temperature,Species thermal index,0.2702513298285392,0.23749857375448388,0.03275275607405534
2010s,636,tmean_breeding,Temperature,Migratory strategy,0.2702513298285392,0.21887418532892003,0.05137714449961919
2010s,636,tmean_breeding,Temperature,Foraging guild,0.2702513298285392,0.11773845154540154,0.1525128782831377
2010s,636,prec_breeding,Precipitation,Species thermal index,0.10755400505461186,0.10362070787026366,0.003933297184348206
2010s,636,prec_breeding,Precipitation,Migratory strategy,0.10755400505461186,0.09929737182477028,0.00825663322984159
2010s,636,prec_breeding,Precipitation,Foraging guild,0.10755400505461186,0.02947096720904504,0.07808303784556683
2010s,636,hh,Land-use heterogeneity,Species thermal index,0.3440586464475101,0.32152763020067676,0.022531016246833346
2010s,636,hh,Land-use heterogeneity,Migratory strategy,0.3440586464475101,0.3313324868827557,0.012726159564754425
2010s,636,hh,Land-use heterogeneity,Foraging guild,0.3440586464475101,0.08195360211448297,0.26210504433302717
2010s,636,perc_urban,Urban,Species thermal index,0.2656896561729351,0.2787283138997985,-0.013038657726863412
2010s,636,perc_urban,Urban,Migratory strategy,0.2656896561729351,0.15896136563899693,0.10672829053393817
2010s,636,perc_urban,Urban,Foraging guild,0.2656896561729351,0.1007183399611703,0.1649713162117648
2010s,636,perc_cropland,Cropland,Species thermal index,0.46010442576653926,0.3768198907304307,0.08328453503610855
2010s,636,perc_cropland,Cropland,Migratory strategy,0.46010442576653926,0.3589624229330838,0.10114200283345548
2010s,636,perc_cropland,Cropland,Foraging guild,0.46010442576653926,0.2179463840555164,0.24215804171102287
2010s,636,perc_pasture,Pasture,Species thermal index,0.23495227696092078,0.22513797829680413,0.00981429866411665
2010s,636,perc_pasture,Pasture,Migratory strategy,0.23495227696092078,0.18352083148504103,0.051431445475879745
2010s,636,perc_pasture,Pasture,Foraging guild,0.23495227696092078,0.07900049027551247,0.15595178668540832
2010s,636,perc_forest,Forest,Species thermal index,0.2876127428721395,0.26608114886277356,0.02153159400936594
2010s,636,perc_forest,Forest,Migratory strategy,0.2876127428721395,0.2334605424850306,0.05415220038710891
2010s,636,perc_forest,Forest,Foraging guild,0.2876127428721395,0.13081845980965656,0.15679428306248294
2010s,636,perc_grass_shrub,Grass/shrubland,Species thermal index,0.2603570165663846,0.2509491912804593,0.00940782528592532
2010s,636,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.2603570165663846,0.2593837480067969,9.732685595876811e-4
2010s,636,perc_grass_shrub,Grass/shrubland,Foraging guild,0.2603570165663846,0.05265401827309501,0.2077029982932896
2010s,637,tmean_breeding,Temperature,Species thermal index,0.2935599114624448,0.27233033056123995,0.02122958090120486
2010s,637,tmean_breeding,Temperature,Migratory strategy,0.2935599114624448,0.22428797660970737,0.06927193485273744
2010s,637,tmean_breeding,Temperature,Foraging guild,0.2935599114624448,0.09073135744583409,0.2028285540166107
2010s,637,prec_breeding,Precipitation,Species thermal index,0.15907004343419434,0.15234892298277083,0.006721120451423507
2010s,637,prec_breeding,Precipitation,Migratory strategy,0.15907004343419434,0.1519709912363,0.007099052197894334
2010s,637,prec_breeding,Precipitation,Foraging guild,0.15907004343419434,0.010770977710770407,0.14829906572342394
2010s,637,hh,Land-use heterogeneity,Species thermal index,0.22845795606697153,0.17017845717318175,0.05827949889378978
2010s,637,hh,Land-use heterogeneity,Migratory strategy,0.22845795606697153,0.21461326160309357,0.013844694463877955
2010s,637,hh,Land-use heterogeneity,Foraging guild,0.22845795606697153,0.08166305065494713,0.1467949054120244
2010s,637,perc_urban,Urban,Species thermal index,0.3708626125320494,0.3253216822842643,0.045540930247785105
2010s,637,perc_urban,Urban,Migratory strategy,0.3708626125320494,0.2587837356045007,0.1120788769275487
2010s,637,perc_urban,Urban,Foraging guild,0.3708626125320494,0.1830557210523167,0.18780689147973267
2010s,637,perc_cropland,Cropland,Species thermal index,0.4018504920625957,0.3505536598782611,0.05129683218433462
2010s,637,perc_cropland,Cropland,Migratory strategy,0.4018504920625957,0.2767200092184706,0.1251304828441251
2010s,637,perc_cropland,Cropland,Foraging guild,0.4018504920625957,0.23522229810749729,0.16662819395509842
2010s,637,perc_pasture,Pasture,Species thermal index,0.29063592641523206,0.2758622686056329,0.014773657809599161
2010s,637,perc_pasture,Pasture,Migratory strategy,0.29063592641523206,0.25118042315115513,0.03945550326407693
2010s,637,perc_pasture,Pasture,Foraging guild,0.29063592641523206,0.06807601264448652,0.22255991377074552
2010s,637,perc_forest,Forest,Species thermal index,0.32949486318014504,0.34849533018683987,-0.019000467006694832
2010s,637,perc_forest,Forest,Migratory strategy,0.32949486318014504,0.24801084681774097,0.08148401636240407
2010s,637,perc_forest,Forest,Foraging guild,0.32949486318014504,0.048816146395544116,0.28067871678460093
2010s,637,perc_grass_shrub,Grass/shrubland,Species thermal index,0.12199470810692566,0.15476185034430073,-0.03276714223737508
2010s,637,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.12199470810692566,0.1204620476446744,0.0015326604622512563
2010s,637,perc_grass_shrub,Grass/shrubland,Foraging guild,0.12199470810692566,0.039185720275816155,0.0828089878311095
2010s,638,tmean_breeding,Temperature,Species thermal index,0.1703178707015403,0.16515130503706923,0.005166565664471073
2010s,638,tmean_breeding,Temperature,Migratory strategy,0.1703178707015403,0.12650267829290043,0.043815192408639875
2010s,638,tmean_breeding,Temperature,Foraging guild,0.1703178707015403,0.04706207640201316,0.12325579429952715
2010s,638,prec_breeding,Precipitation,Species thermal index,0.11362757176383063,0.11357635408189441,5.1217681936222004e-5
2010s,638,prec_breeding,Precipitation,Migratory strategy,0.11362757176383063,0.0989182093288431,0.014709362434987536
2010s,638,prec_breeding,Precipitation,Foraging guild,0.11362757176383063,0.004442495570433269,0.10918507619339736
2010s,638,hh,Land-use heterogeneity,Species thermal index,0.2573109225920972,0.21268263175040616,0.04462829084169104
2010s,638,hh,Land-use heterogeneity,Migratory strategy,0.2573109225920972,0.24063390543407695,0.016677017158020252
2010s,638,hh,Land-use heterogeneity,Foraging guild,0.2573109225920972,0.020449236084665718,0.23686168650743147
2010s,638,perc_urban,Urban,Species thermal index,0.3604396796127291,0.30403412077666475,0.05640555883606435
2010s,638,perc_urban,Urban,Migratory strategy,0.3604396796127291,0.2845738871934548,0.07586579241927432
2010s,638,perc_urban,Urban,Foraging guild,0.3604396796127291,0.2114545160182109,0.14898516359451822
2010s,638,perc_cropland,Cropland,Species thermal index,0.5752857861629169,0.44953560793860436,0.12575017822431256
2010s,638,perc_cropland,Cropland,Migratory strategy,0.5752857861629169,0.5133408986776702,0.061944887485246736
2010s,638,perc_cropland,Cropland,Foraging guild,0.5752857861629169,0.35511926636382507,0.22016651979909185
2010s,638,perc_pasture,Pasture,Species thermal index,0.3498826262535887,0.34900428734445005,8.783389091386318e-4
2010s,638,perc_pasture,Pasture,Migratory strategy,0.3498826262535887,0.1891076812398756,0.1607749450137131
2010s,638,perc_pasture,Pasture,Foraging guild,0.3498826262535887,0.1249368125589576,0.22494581369463107
2010s,638,perc_forest,Forest,Species thermal index,0.2945705179932834,0.248205243260009,0.04636527473327437
2010s,638,perc_forest,Forest,Migratory strategy,0.2945705179932834,0.2233195372235205,0.07125098076976288
2010s,638,perc_forest,Forest,Foraging guild,0.2945705179932834,0.09544854605252849,0.19912197194075487
2010s,638,perc_grass_shrub,Grass/shrubland,Species thermal index,0.10827428626215484,0.08835940564950232,0.019914880612652522
2010s,638,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.10827428626215484,0.12788777438228527,-0.019613488120130432
2010s,638,perc_grass_shrub,Grass/shrubland,Foraging guild,0.10827428626215484,6.868254337728811e-4,0.10758746082838196
2010s,639,tmean_breeding,Temperature,Species thermal index,0.3166214529524603,0.3060056987633233,0.010615754189137017
2010s,639,tmean_breeding,Temperature,Migratory strategy,0.3166214529524603,0.24170854006200726,0.07491291289045304
2010s,639,tmean_breeding,Temperature,Foraging guild,0.3166214529524603,0.06383598300655967,0.2527854699459006
2010s,639,prec_breeding,Precipitation,Species thermal index,0.11690429014247598,0.11003974024619989,0.006864549896276093
2010s,639,prec_breeding,Precipitation,Migratory strategy,0.11690429014247598,0.10088233886258312,0.016021951279892865
2010s,639,prec_breeding,Precipitation,Foraging guild,0.11690429014247598,0.003919021303865619,0.11298526883861036
2010s,639,hh,Land-use heterogeneity,Species thermal index,0.2000573183923655,0.18142147506039533,0.018635843331970187
2010s,639,hh,Land-use heterogeneity,Migratory strategy,0.2000573183923655,0.1165730127035476,0.08348430568881791
2010s,639,hh,Land-use heterogeneity,Foraging guild,0.2000573183923655,0.05989483670740653,0.14016248168495898
2010s,639,perc_urban,Urban,Species thermal index,0.2051689355272111,0.13234503571141998,0.07282389981579113
2010s,639,perc_urban,Urban,Migratory strategy,0.2051689355272111,0.09502884996932742,0.11014008555788368
2010s,639,perc_urban,Urban,Foraging guild,0.2051689355272111,0.17499027639415554,0.030178659133055563
2010s,639,perc_cropland,Cropland,Species thermal index,0.34829672937445,0.23079280848992134,0.11750392088452866
2010s,639,perc_cropland,Cropland,Migratory strategy,0.34829672937445,0.2824774264992414,0.0658193028752086
2010s,639,perc_cropland,Cropland,Foraging guild,0.34829672937445,0.2870883855384812,0.06120834383596879
2010s,639,perc_pasture,Pasture,Species thermal index,0.26578581065943874,0.25080237304388947,0.014983437615549267
2010s,639,perc_pasture,Pasture,Migratory strategy,0.26578581065943874,0.18353530997333417,0.08225050068610457
2010s,639,perc_pasture,Pasture,Foraging guild,0.26578581065943874,0.075791206626437,0.18999460403300172
2010s,639,perc_forest,Forest,Species thermal index,0.3665798383321567,0.3529685552718966,0.013611283060260104
2010s,639,perc_forest,Forest,Migratory strategy,0.3665798383321567,0.313557044784358,0.05302279354779871
2010s,639,perc_forest,Forest,Foraging guild,0.3665798383321567,0.06731002871234389,0.2992698096198128
2010s,639,perc_grass_shrub,Grass/shrubland,Species thermal index,0.08741189295916704,0.0957614955656791,-0.00834960260651206
2010s,639,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.08741189295916704,0.08860076022380534,-0.0011888672646382936
2010s,639,perc_grass_shrub,Grass/shrubland,Foraging guild,0.08741189295916704,0.00871866316121582,0.07869322979795122
2010s,640,tmean_breeding,Temperature,Species thermal index,0.37902882939296395,0.37900380022035995,2.5029172603996397e-5
2010s,640,tmean_breeding,Temperature,Migratory strategy,0.37902882939296395,0.22248846359299015,0.1565403657999738
2010s,640,tmean_breeding,Temperature,Foraging guild,0.37902882939296395,0.09588712049850552,0.28314170889445844
2010s,640,prec_breeding,Precipitation,Species thermal index,0.1264536211641569,0.10670264730795147,0.01975097385620543
2010s,640,prec_breeding,Precipitation,Migratory strategy,0.1264536211641569,0.12868041521723592,-0.0022267940530790176
2010s,640,prec_breeding,Precipitation,Foraging guild,0.1264536211641569,0.010199571203395852,0.11625404996076105
2010s,640,hh,Land-use heterogeneity,Species thermal index,0.2228955904488242,0.1763967324961948,0.0464988579526294
2010s,640,hh,Land-use heterogeneity,Migratory strategy,0.2228955904488242,0.2029926437530393,0.019902946695784907
2010s,640,hh,Land-use heterogeneity,Foraging guild,0.2228955904488242,0.06736672827890099,0.15552886216992323
2010s,640,perc_urban,Urban,Species thermal index,0.32428670424066397,0.31316727200766437,0.011119432232999604
2010s,640,perc_urban,Urban,Migratory strategy,0.32428670424066397,0.23056368254380782,0.09372302169685615
2010s,640,perc_urban,Urban,Foraging guild,0.32428670424066397,0.10423708784995406,0.2200496163907099
2010s,640,perc_cropland,Cropland,Species thermal index,0.369924833953556,0.2538648708489255,0.11605996310463051
2010s,640,perc_cropland,Cropland,Migratory strategy,0.369924833953556,0.31302526876279974,0.056899565190756285
2010s,640,perc_cropland,Cropland,Foraging guild,0.369924833953556,0.22662450154997946,0.14330033240357656
2010s,640,perc_pasture,Pasture,Species thermal index,0.26587132518700046,0.23056148485765188,0.035309840329348585
2010s,640,perc_pasture,Pasture,Migratory strategy,0.26587132518700046,0.08317228305318682,0.18269904213381366
2010s,640,perc_pasture,Pasture,Foraging guild,0.26587132518700046,0.1455570975189842,0.12031422766801625
2010s,640,perc_forest,Forest,Species thermal index,0.25098759221427747,0.1986256472494983,0.05236194496477917
2010s,640,perc_forest,Forest,Migratory strategy,0.25098759221427747,0.26548592991130526,-0.014498337697027797
2010s,640,perc_forest,Forest,Foraging guild,0.25098759221427747,0.033756311163283266,0.2172312810509942
2010s,640,perc_grass_shrub,Grass/shrubland,Species thermal index,0.12070924080391339,0.13362688558079916,-0.01291764477688577
2010s,640,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.12070924080391339,0.08407134658555547,0.03663789421835792
2010s,640,perc_grass_shrub,Grass/shrubland,Foraging guild,0.12070924080391339,0.008051907366094797,0.11265733343781859
2010s,641,tmean_breeding,Temperature,Species thermal index,0.26098283432672226,0.23380235826048196,0.0271804760662403
2010s,641,tmean_breeding,Temperature,Migratory strategy,0.26098283432672226,0.15805136028830039,0.10293147403842187
2010s,641,tmean_breeding,Temperature,Foraging guild,0.26098283432672226,0.10610572219313995,0.1548771121335823
2010s,641,prec_breeding,Precipitation,Species thermal index,0.10520520954709857,0.09571760213656455,0.009487607410534019
2010s,641,prec_breeding,Precipitation,Migratory strategy,0.10520520954709857,0.12128732289184717,-0.0160821133447486
2010s,641,prec_breeding,Precipitation,Foraging guild,0.10520520954709857,6.49082849373972e-4,0.1045561266977246
2010s,641,hh,Land-use heterogeneity,Species thermal index,0.12856518077785872,0.12972074134216166,-0.0011555605643029376
2010s,641,hh,Land-use heterogeneity,Migratory strategy,0.12856518077785872,0.15763959252567003,-0.029074411747811307
2010s,641,hh,Land-use heterogeneity,Foraging guild,0.12856518077785872,0.01917328559350905,0.10939189518434968
2010s,641,perc_urban,Urban,Species thermal index,0.1625741462667993,0.11189597955695285,0.050678166709846456
2010s,641,perc_urban,Urban,Migratory strategy,0.1625741462667993,0.05536249371665524,0.10721165255014406
2010s,641,perc_urban,Urban,Foraging guild,0.1625741462667993,0.20409843375595402,-0.04152428748915471
2010s,641,perc_cropland,Cropland,Species thermal index,0.38707563117201016,0.26250439714479895,0.12457123402721121
2010s,641,perc_cropland,Cropland,Migratory strategy,0.38707563117201016,0.30898096881207,0.07809466235994017
2010s,641,perc_cropland,Cropland,Foraging guild,0.38707563117201016,0.2021303316326851,0.18494529953932506
2010s,641,perc_pasture,Pasture,Species thermal index,0.11178456388972866,0.10959302421963252,0.0021915396700961376
2010s,641,perc_pasture,Pasture,Migratory strategy,0.11178456388972866,0.0877543246503259,0.024030239239402756
2010s,641,perc_pasture,Pasture,Foraging guild,0.11178456388972866,0.01873854451663947,0.09304601937308918
2010s,641,perc_forest,Forest,Species thermal index,0.2454100826346948,0.23071464447490847,0.014695438159786328
2010s,641,perc_forest,Forest,Migratory strategy,0.2454100826346948,0.253955260747695,-0.00854517811300018
2010s,641,perc_forest,Forest,Foraging guild,0.2454100826346948,0.052646241214164204,0.1927638414205306
2010s,641,perc_grass_shrub,Grass/shrubland,Species thermal index,0.05864284996334174,0.06757178927079374,-0.008928939307452005
2010s,641,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.05864284996334174,0.03959635111005065,0.019046498853291086
2010s,641,perc_grass_shrub,Grass/shrubland,Foraging guild,0.05864284996334174,0.004938619478719492,0.053704230484622244
2010s,642,tmean_breeding,Temperature,Species thermal index,0.15868422419345135,0.1558184010329059,0.0028658231605454554
2010s,642,tmean_breeding,Temperature,Migratory strategy,0.15868422419345135,0.12581331098138543,0.03287091321206592
2010s,642,tmean_breeding,Temperature,Foraging guild,0.15868422419345135,0.07617704404655984,0.08250718014689151
2010s,642,prec_breeding,Precipitation,Species thermal index,0.08097723748358626,0.0703320333511428,0.010645204132443464
2010s,642,prec_breeding,Precipitation,Migratory strategy,0.08097723748358626,0.07653345226350658,0.004443785220079682
2010s,642,prec_breeding,Precipitation,Foraging guild,0.08097723748358626,0.01609214699886649,0.06488509048471977
2010s,642,hh,Land-use heterogeneity,Species thermal index,0.250907403646756,0.2043299497788389,0.04657745386791712
2010s,642,hh,Land-use heterogeneity,Migratory strategy,0.250907403646756,0.23509312092946663,0.01581428271728938
2010s,642,hh,Land-use heterogeneity,Foraging guild,0.250907403646756,0.07327814956949355,0.17762925407726246
2010s,642,perc_urban,Urban,Species thermal index,0.3273156739482485,0.3067665521367308,0.02054912181151769
2010s,642,perc_urban,Urban,Migratory strategy,0.3273156739482485,0.20551310200082437,0.12180257194742414
2010s,642,perc_urban,Urban,Foraging guild,0.3273156739482485,0.20529648404811743,0.12201918990013108
2010s,642,perc_cropland,Cropland,Species thermal index,0.48991555067043185,0.31916669652376056,0.1707488541466713
2010s,642,perc_cropland,Cropland,Migratory strategy,0.48991555067043185,0.4344323060347566,0.05548324463567528
2010s,642,perc_cropland,Cropland,Foraging guild,0.48991555067043185,0.30490996308253543,0.18500558758789643
2010s,642,perc_pasture,Pasture,Species thermal index,0.21692062803703227,0.22823738176447644,-0.011316753727444173
2010s,642,perc_pasture,Pasture,Migratory strategy,0.21692062803703227,0.2086413150877729,0.008279312949259376
2010s,642,perc_pasture,Pasture,Foraging guild,0.21692062803703227,0.007641153771134758,0.20927947426589752
2010s,642,perc_forest,Forest,Species thermal index,0.3931556415851412,0.37445179387206506,0.01870384771307615
2010s,642,perc_forest,Forest,Migratory strategy,0.3931556415851412,0.3519112854250406,0.04124435616010064
2010s,642,perc_forest,Forest,Foraging guild,0.3931556415851412,0.1090222412379207,0.2841334003472205
2010s,642,perc_grass_shrub,Grass/shrubland,Species thermal index,0.11364751082536924,0.10237450014947935,0.011273010675889886
2010s,642,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.11364751082536924,0.09111379711906926,0.022533713706299974
2010s,642,perc_grass_shrub,Grass/shrubland,Foraging guild,0.11364751082536924,0.06965645169250781,0.04399105913286143
2010s,643,tmean_breeding,Temperature,Species thermal index,0.1701431767593077,0.17064501403884216,-5.018372795344561e-4
2010s,643,tmean_breeding,Temperature,Migratory strategy,0.1701431767593077,0.14760414216074874,0.022539034598558966
2010s,643,tmean_breeding,Temperature,Foraging guild,0.1701431767593077,0.017173497187935143,0.15296967957137256
2010s,643,prec_breeding,Precipitation,Species thermal index,0.20026862643581822,0.1848709159659756,0.015397710469842618
2010s,643,prec_breeding,Precipitation,Migratory strategy,0.20026862643581822,0.19791600927012482,0.0023526171656934047
2010s,643,prec_breeding,Precipitation,Foraging guild,0.20026862643581822,0.0021569414934845665,0.19811168494233367
2010s,643,hh,Land-use heterogeneity,Species thermal index,0.22542624632945077,0.204892328324005,0.020533918005445767
2010s,643,hh,Land-use heterogeneity,Migratory strategy,0.22542624632945077,0.2050110800565564,0.02041516627289436
2010s,643,hh,Land-use heterogeneity,Foraging guild,0.22542624632945077,0.007165988177897784,0.21826025815155298
2010s,643,perc_urban,Urban,Species thermal index,0.12933211808936246,0.11361060866061518,0.015721509428747282
2010s,643,perc_urban,Urban,Migratory strategy,0.12933211808936246,0.10898471366247796,0.0203474044268845
2010s,643,perc_urban,Urban,Foraging guild,0.12933211808936246,0.038140320619390766,0.09119179746997169
2010s,643,perc_cropland,Cropland,Species thermal index,0.21784755584027074,0.07902581602829711,0.13882173981197363
2010s,643,perc_cropland,Cropland,Migratory strategy,0.21784755584027074,0.16864291100008622,0.049204644840184525
2010s,643,perc_cropland,Cropland,Foraging guild,0.21784755584027074,0.23055402173114437,-0.012706465890873625
2010s,643,perc_pasture,Pasture,Species thermal index,0.33365472120983175,0.30116999298515745,0.0324847282246743
2010s,643,perc_pasture,Pasture,Migratory strategy,0.33365472120983175,0.22756605555219844,0.10608866565763331
2010s,643,perc_pasture,Pasture,Foraging guild,0.33365472120983175,0.10183040965615703,0.23182431155367472
2010s,643,perc_forest,Forest,Species thermal index,0.2565643661947775,0.24555319183969634,0.011011174355081171
2010s,643,perc_forest,Forest,Migratory strategy,0.2565643661947775,0.23399832694115738,0.022566039253620135
2010s,643,perc_forest,Forest,Foraging guild,0.2565643661947775,0.08293266154698765,0.17363170464778988
2010s,643,perc_grass_shrub,Grass/shrubland,Species thermal index,0.09328179630366339,0.0892036100171847,0.0040781862864786855
2010s,643,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.09328179630366339,0.08614757425863813,0.007134222045025257
2010s,643,perc_grass_shrub,Grass/shrubland,Foraging guild,0.09328179630366339,0.015508339991699106,0.07777345631196428
2010s,644,tmean_breeding,Temperature,Species thermal index,0.13693788436052354,0.11871233461657095,0.018225549743952588
2010s,644,tmean_breeding,Temperature,Migratory strategy,0.13693788436052354,0.10701128625152179,0.02992659810900175
2010s,644,tmean_breeding,Temperature,Foraging guild,0.13693788436052354,0.022123398840944344,0.11481448551957919
2010s,644,prec_breeding,Precipitation,Species thermal index,0.07583410964065178,0.05068972911028945,0.02514438053036233
