pair_id,species_a,species_b,guild_a,guild_b,guild_1,guild_2,guild_pair,guild_pair_type,omega_mean_1970s,omega_mean_1990s,omega_mean_2010s,pr_positive_1970s,pr_positive_1990s,pr_positive_2010s,pr_negative_1970s,pr_negative_1990s,pr_negative_2010s,support_class_1970s,support_class_1990s,support_class_2010s,delta_1990s_minus_1970s,delta_2010s_minus_1970s,abs_delta_2010s_minus_1970s,raw_sign_flip_1970s_to_2010s,support_transition_1970s_to_2010s,newly_supported_2010s,lost_supported_2010s,supported_positive_to_negative_2010s,supported_negative_to_positive_2010s
Rallus_aquaticus__Troglodytes_troglodytes,Rallus_aquaticus,Troglodytes_troglodytes,Rails,Low flycatching feeders,Low flycatching feeders,Rails,Low flycatching feeders | Rails,Between guild,0.2462487480443658,0.5092771229208322,0.2285724908613922,0.997,1,0.87,0.003,0,0.13,Supported positive,Supported positive,Unsupported,0.26302837487646635,-0.01767625718297361,0.01767625718297361,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Phylloscopus_collybita__Turdus_viscivorus,Phylloscopus_collybita,Turdus_viscivorus,Foliage gleaners,Thrushes,Foliage gleaners,Thrushes,Foliage gleaners | Thrushes,Between guild,0.6202323757462826,0.6469431077622992,0.6378968559110197,0.996,1,0.998,0.004,0,0.002,Supported positive,Supported positive,Supported positive,0.026710732016016592,0.017664480164737095,0.017664480164737095,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Buteo_buteo__Sturnus_vulgaris,Buteo_buteo,Sturnus_vulgaris,Diurnal raptors,Starlings,Diurnal raptors,Starlings,Diurnal raptors | Starlings,Between guild,0.7379945046498776,0.6305019374708395,0.7203319558933468,1,0.998,1,0,0.002,0,Supported positive,Supported positive,Supported positive,-0.1074925671790381,-0.017662548756530838,0.017662548756530838,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Mergus_merganser__Hippolais_icterina,Mergus_merganser,Hippolais_icterina,Aquatic pursuers,Foliage gleaners,Aquatic pursuers,Foliage gleaners,Aquatic pursuers | Foliage gleaners,Between guild,-0.02943399614401197,0.006988447705368332,-0.04708160725534091,0.411,0.482,0.339,0.589,0.518,0.661,Unsupported,Unsupported,Unsupported,0.0364224438493803,-0.017647611111328943,0.017647611111328943,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Aythya_fuligula__Podiceps_nigricollis,Aythya_fuligula,Podiceps_nigricollis,Diving ducks,Aquatic pursuers,Aquatic pursuers,Diving ducks,Aquatic pursuers | Diving ducks,Between guild,0.9201697090452928,0.9351547209154459,0.9025320188969423,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.014985011870153109,-0.017637690148350482,0.017637690148350482,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Phylloscopus_sibilatrix__Turdus_merula,Phylloscopus_sibilatrix,Turdus_merula,Foliage gleaners,Thrushes,Foliage gleaners,Thrushes,Foliage gleaners | Thrushes,Between guild,0.6593951253410879,0.8064148497520638,0.6770145910278171,0.996,1,0.997,0.004,0,0.003,Supported positive,Supported positive,Supported positive,0.14701972441097588,0.01761946568672923,0.01761946568672923,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Emberiza_citrinella__Passer_domesticus,Emberiza_citrinella,Passer_domesticus,Buntings,Passerine seedeaters,Buntings,Passerine seedeaters,Buntings | Passerine seedeaters,Between guild,0.533698625512491,0.2482483741424741,0.5161001859501979,0.999,0.888,0.999,0.001,0.112,0.001,Supported positive,Unsupported,Supported positive,-0.2854502513700169,-0.017598439562293122,0.017598439562293122,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Coccothraustes_coccothraustes__Parus_major,Coccothraustes_coccothraustes,Parus_major,Passerine seedeaters,Tit-like birds,Passerine seedeaters,Tit-like birds,Passerine seedeaters | Tit-like birds,Between guild,0.8574419415815356,0.9151587948578966,0.8750198429381352,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.057716853276361,0.017577901356599535,0.017577901356599535,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Spatula_querquedula__Saxicola_rubetra,Spatula_querquedula,Saxicola_rubetra,Dabbling ducks,Low flycatching feeders,Dabbling ducks,Low flycatching feeders,Dabbling ducks | Low flycatching feeders,Between guild,0.4709229713622881,0.5963028687136545,0.4533881079747967,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.12537989735136634,-0.01753486338749144,0.01753486338749144,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Larus_fuscus__Botaurus_stellaris,Larus_fuscus,Botaurus_stellaris,Gulls,Wading birds,Gulls,Wading birds,Gulls | Wading birds,Between guild,0.09841612129613747,-0.02640632890122578,0.08090493307272996,0.611,0.42,0.735,0.389,0.58,0.265,Unsupported,Unsupported,Unsupported,-0.12482245019736325,-0.01751118822340751,0.01751118822340751,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Coturnix_coturnix__Turdus_merula,Coturnix_coturnix,Turdus_merula,Gallinaceous birds,Thrushes,Gallinaceous birds,Thrushes,Gallinaceous birds | Thrushes,Between guild,0.4152266772892195,0.483218190186927,0.3977459858534551,0.911,0.967,0.931,0.089,0.033,0.069,Unsupported,Supported positive,Unsupported,0.0679915128977075,-0.017480691435764417,0.017480691435764417,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Recurvirostra_avosetta__Tringa_totanus,Recurvirostra_avosetta,Tringa_totanus,Plovers,Scolopacids,Plovers,Scolopacids,Plovers | Scolopacids,Between guild,0.9144763262058788,0.9446277335295148,0.9319531080632633,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.03015140732363597,0.017476781857384438,0.017476781857384438,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Cuculus_canorus__Luscinia_luscinia,Cuculus_canorus,Luscinia_luscinia,Cuckoos,Low flycatching feeders,Cuckoos,Low flycatching feeders,Cuckoos | Low flycatching feeders,Between guild,0.7514518393580922,0.7643031946916418,0.7339859372772318,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.01285135533354953,-0.017465902080860407,0.017465902080860407,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Tringa_ochropus__Parus_major,Tringa_ochropus,Parus_major,Scolopacids,Tit-like birds,Scolopacids,Tit-like birds,Scolopacids | Tit-like birds,Between guild,0.474213499891357,0.7198440776205468,0.4916571373453563,0.991,1,0.992,0.009,0,0.008,Supported positive,Supported positive,Supported positive,0.24563057772918978,0.017443637453999294,0.017443637453999294,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Phoenicurus_phoenicurus__Phylloscopus_collybita,Phoenicurus_phoenicurus,Phylloscopus_collybita,Low flycatching feeders,Foliage gleaners,Foliage gleaners,Low flycatching feeders,Foliage gleaners | Low flycatching feeders,Between guild,0.7916025883834501,0.908031142360842,0.8089868351209378,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.11642855397739194,0.01738424673748773,0.01738424673748773,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Vanellus_vanellus__Lullula_arborea,Vanellus_vanellus,Lullula_arborea,Plovers,Open-land insectivores,Open-land insectivores,Plovers,Open-land insectivores | Plovers,Between guild,0.1959059727478294,0.111445104810565,0.1785346755854681,0.894,0.826,0.941,0.106,0.174,0.059,Unsupported,Unsupported,Unsupported,-0.0844608679372644,-0.0173712971623613,0.0173712971623613,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Curruca_communis__Curruca_curruca,Curruca_communis,Curruca_curruca,Foliage gleaners,Foliage gleaners,Foliage gleaners,Foliage gleaners,Foliage gleaners,Within guild,0.8911002617881073,0.887753863023228,0.8737637346119703,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.003346398764879299,-0.017336527176136984,0.017336527176136984,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Sterna_paradisaea__Garrulus_glandarius,Sterna_paradisaea,Garrulus_glandarius,Terns,Omnivorous corvids,Omnivorous corvids,Terns,Omnivorous corvids | Terns,Between guild,0.07039489974163222,0.4119945198777007,0.05308967629476399,0.744,1,0.717,0.256,0,0.283,Unsupported,Supported positive,Unsupported,0.3415996201360685,-0.01730522344686823,0.01730522344686823,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Tadorna_tadorna__Vanellus_vanellus,Tadorna_tadorna,Vanellus_vanellus,Dabbling ducks,Plovers,Dabbling ducks,Plovers,Dabbling ducks | Plovers,Between guild,0.9301907293284175,0.9483444896289361,0.9474824728753063,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.01815376030051863,0.017291743546888783,0.017291743546888783,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Scolopax_rusticola__Coccothraustes_coccothraustes,Scolopax_rusticola,Coccothraustes_coccothraustes,Scolopacids,Passerine seedeaters,Passerine seedeaters,Scolopacids,Passerine seedeaters | Scolopacids,Between guild,0.7295709661014708,0.7570686411122122,0.7122829496691029,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.027497675010741407,-0.01728801643236788,0.01728801643236788,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Falco_tinnunculus__Lanius_collurio,Falco_tinnunculus,Lanius_collurio,Diurnal raptors,Shrikes,Diurnal raptors,Shrikes,Diurnal raptors | Shrikes,Between guild,0.5587466364410824,0.52544099180226,0.5760067422181399,0.988,1,1,0.012,0,0,Supported positive,Supported positive,Supported positive,-0.03330564463882235,0.0172601057770575,0.0172601057770575,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Garrulus_glandarius__Botaurus_stellaris,Garrulus_glandarius,Botaurus_stellaris,Omnivorous corvids,Wading birds,Omnivorous corvids,Wading birds,Omnivorous corvids | Wading birds,Between guild,-0.1899281612797435,-0.3085189256818244,-0.2071822213726865,0.041,0.009,0.005,0.959,0.991,0.995,Supported negative,Supported negative,Supported negative,-0.11859076440208088,-0.017254060092943002,0.017254060092943002,FALSE,Supported negative -> Supported negative,FALSE,FALSE,FALSE,FALSE
Motacilla_flava__Phoenicurus_ochruros,Motacilla_flava,Phoenicurus_ochruros,Open-land insectivores,Low flycatching feeders,Low flycatching feeders,Open-land insectivores,Low flycatching feeders | Open-land insectivores,Between guild,0.1583344878369549,0.3104053729547049,0.1755871814407955,0.876,0.99,0.85,0.124,0.01,0.15,Unsupported,Supported positive,Unsupported,0.15207088511775,0.017252693603840602,0.017252693603840602,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Loxia_curvirostra__Sylvia_borin,Loxia_curvirostra,Sylvia_borin,Passerine seedeaters,Foliage gleaners,Foliage gleaners,Passerine seedeaters,Foliage gleaners | Passerine seedeaters,Between guild,0.5806224210483991,0.7789421502207692,0.5633706151493388,0.97,1,1,0.03,0,0,Supported positive,Supported positive,Supported positive,0.19831972917237006,-0.01725180589906028,0.01725180589906028,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Tringa_totanus__Luscinia_luscinia,Tringa_totanus,Luscinia_luscinia,Scolopacids,Low flycatching feeders,Low flycatching feeders,Scolopacids,Low flycatching feeders | Scolopacids,Between guild,0.2546555525904222,0.06128333827954184,0.2374119346370281,0.973,0.775,0.983,0.027,0.225,0.017,Supported positive,Unsupported,Supported positive,-0.19337221431088036,-0.01724361795339413,0.01724361795339413,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Sterna_hirundo__Lanius_collurio,Sterna_hirundo,Lanius_collurio,Terns,Shrikes,Shrikes,Terns,Shrikes | Terns,Between guild,0.02433125752494307,-0.163905211463712,0.04157298887908287,0.531,0.056,0.629,0.469,0.944,0.371,Unsupported,Unsupported,Unsupported,-0.1882364689886551,0.017241731354139797,0.017241731354139797,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Passer_domesticus__Asio_otus,Passer_domesticus,Asio_otus,Passerine seedeaters,Owls,Owls,Passerine seedeaters,Owls | Passerine seedeaters,Between guild,0.464424122152789,0.8494707830816165,0.4472160091940171,0.955,1,1,0.045,0,0,Supported positive,Supported positive,Supported positive,0.3850466609288275,-0.017208112958771893,0.017208112958771893,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Chroicocephalus_ridibundus__Acrocephalus_schoenobaenus,Chroicocephalus_ridibundus,Acrocephalus_schoenobaenus,Gulls,Marsh warblers,Gulls,Marsh warblers,Gulls | Marsh warblers,Between guild,0.8568143093948107,0.7554394492682194,0.873976072895709,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.10137486012659136,0.017161763500898264,0.017161763500898264,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Tadorna_tadorna__Saxicola_rubetra,Tadorna_tadorna,Saxicola_rubetra,Dabbling ducks,Low flycatching feeders,Dabbling ducks,Low flycatching feeders,Dabbling ducks | Low flycatching feeders,Between guild,0.5173319378271543,0.3775184898167289,0.5001784532436301,1,0.998,1,0,0.002,0,Supported positive,Supported positive,Supported positive,-0.13981344801042533,-0.01715348458352417,0.01715348458352417,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Garrulus_glandarius__Turdus_merula,Garrulus_glandarius,Turdus_merula,Omnivorous corvids,Thrushes,Omnivorous corvids,Thrushes,Omnivorous corvids | Thrushes,Between guild,0.7242839560376007,0.8333470228110661,0.7071358702080773,0.999,0.999,1,0.001,0.001,0,Supported positive,Supported positive,Supported positive,0.10906306677346544,-0.01714808582952332,0.01714808582952332,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Luscinia_luscinia__Regulus_ignicapilla,Luscinia_luscinia,Regulus_ignicapilla,Low flycatching feeders,Tit-like birds,Low flycatching feeders,Tit-like birds,Low flycatching feeders | Tit-like birds,Between guild,0.6694335651249698,0.5835254176161224,0.6865757596803089,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.08590814750884734,0.017142194555339163,0.017142194555339163,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Rallus_aquaticus__Jynx_torquilla,Rallus_aquaticus,Jynx_torquilla,Rails,Woodpeckers,Rails,Woodpeckers,Rails | Woodpeckers,Between guild,0.1820447446857491,0.3043277607786808,0.1649133712009548,0.842,0.995,0.91,0.158,0.005,0.09,Unsupported,Supported positive,Unsupported,0.12228301609293168,-0.017131373484794293,0.017131373484794293,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Circus_pygargus__Curruca_curruca,Circus_pygargus,Curruca_curruca,Diurnal raptors,Foliage gleaners,Diurnal raptors,Foliage gleaners,Diurnal raptors | Foliage gleaners,Between guild,0.4574025572414677,0.5244735650850045,0.4402847184318249,1,1,0.996,0,0,0.004,Supported positive,Supported positive,Supported positive,0.06707100784353681,-0.01711783880964285,0.01711783880964285,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Curruca_curruca__Phylloscopus_trochilus,Curruca_curruca,Phylloscopus_trochilus,Foliage gleaners,Foliage gleaners,Foliage gleaners,Foliage gleaners,Foliage gleaners,Within guild,0.8594496747633703,0.9409561111360726,0.8765659791126283,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.08150643637270227,0.017116304349258038,0.017116304349258038,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Anthus_pratensis__Riparia_riparia,Anthus_pratensis,Riparia_riparia,Open-land insectivores,Aerial insectivores,Aerial insectivores,Open-land insectivores,Aerial insectivores | Open-land insectivores,Between guild,0.803804914372526,0.5354821219699907,0.7867255613717197,1,0.993,1,0,0.007,0,Supported positive,Supported positive,Supported positive,-0.2683227924025353,-0.01707935300080632,0.01707935300080632,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Oenanthe_oenanthe__Turdus_pilaris,Oenanthe_oenanthe,Turdus_pilaris,Low flycatching feeders,Thrushes,Low flycatching feeders,Thrushes,Low flycatching feeders | Thrushes,Between guild,0.5101570697395579,0.8467559411425751,0.4931340064663919,0.997,1,0.98,0.003,0,0.02,Supported positive,Supported positive,Supported positive,0.33659887140301725,-0.017023063273165995,0.017023063273165995,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Aegithalos_caudatus__Loxia_curvirostra,Aegithalos_caudatus,Loxia_curvirostra,Tit-like birds,Passerine seedeaters,Passerine seedeaters,Tit-like birds,Passerine seedeaters | Tit-like birds,Between guild,0.4024178383632068,0.5957095202648259,0.4194154422707759,0.801,0.999,1,0.199,0.001,0,Unsupported,Supported positive,Supported positive,0.1932916819016191,0.016997603907569048,0.016997603907569048,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Accipiter_nisus__Troglodytes_troglodytes,Accipiter_nisus,Troglodytes_troglodytes,Diurnal raptors,Low flycatching feeders,Diurnal raptors,Low flycatching feeders,Diurnal raptors | Low flycatching feeders,Between guild,0.8140561355697639,0.93014479735909406,0.8310443172581781,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.1160886617893302,0.016988181688414206,0.016988181688414206,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Spatula_clypeata__Podiceps_grisegena,Spatula_clypeata,Podiceps_grisegena,Dabbling ducks,Aquatic pursuers,Aquatic pursuers,Dabbling ducks,Aquatic pursuers | Dabbling ducks,Between guild,0.811611537203924,0.8640968207689689,0.7946761172439942,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.05248528356504489,-0.016935419959929754,0.016935419959929754,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Lullula_arborea__Dryobates_minor,Lullula_arborea,Dryobates_minor,Open-land insectivores,Woodpeckers,Open-land insectivores,Woodpeckers,Open-land insectivores | Woodpeckers,Between guild,-0.0364392169747189,-0.1467908584867565,-0.01950504623788744,0.52,0.336,0.393,0.48,0.664,0.607,Unsupported,Unsupported,Unsupported,-0.1103516415120376,0.01693417073683146,0.01693417073683146,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Chlidonias_niger__Delichon_urbicum,Chlidonias_niger,Delichon_urbicum,Terns,Aerial insectivores,Aerial insectivores,Terns,Aerial insectivores | Terns,Between guild,0.06334582315942633,0.2051105395237404,0.04641184377292407,0.645,0.828,0.576,0.355,0.172,0.424,Unsupported,Unsupported,Unsupported,0.14176471636431406,-0.016933979386502256,0.016933979386502256,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Sternula_albifrons__Podiceps_cristatus,Sternula_albifrons,Podiceps_cristatus,Terns,Aquatic pursuers,Aquatic pursuers,Terns,Aquatic pursuers | Terns,Between guild,0.4364186405459499,0.2963366749870008,0.4195360330977533,1,0.948,0.972,0,0.052,0.028,Supported positive,Unsupported,Supported positive,-0.14008196555894914,-0.01688260744819664,0.01688260744819664,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Somateria_mollissima__Asio_flammeus,Somateria_mollissima,Asio_flammeus,Diving ducks,Owls,Diving ducks,Owls,Diving ducks | Owls,Between guild,0.4021879509160736,0.2492551841156948,0.4190230689555556,0.98,0.792,0.891,0.02,0.208,0.109,Supported positive,Unsupported,Unsupported,-0.15293276680037882,0.016835118039481956,0.016835118039481956,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Haematopus_ostralegus__Panurus_biarmicus,Haematopus_ostralegus,Panurus_biarmicus,Plovers,Reedlings,Plovers,Reedlings,Plovers | Reedlings,Between guild,0.3283212210317542,0.5776459258639921,0.3115406597220274,0.997,1,1,0.003,0,0,Supported positive,Supported positive,Supported positive,0.2493247048322379,-0.016780561309726827,0.016780561309726827,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Anas_platyrhynchos__Rallus_aquaticus,Anas_platyrhynchos,Rallus_aquaticus,Dabbling ducks,Rails,Dabbling ducks,Rails,Dabbling ducks | Rails,Between guild,0.8575580000988123,0.8683932432900616,0.8743329343635324,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.010835243191249289,0.0167749342647201,0.0167749342647201,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Larus_marinus__Periparus_ater,Larus_marinus,Periparus_ater,Gulls,Tit-like birds,Gulls,Tit-like birds,Gulls | Tit-like birds,Between guild,-0.3534335754981559,0.04423045328905779,-0.336665349950909,0.069,0.674,0,0.931,0.326,1,Unsupported,Unsupported,Supported negative,0.3976640287872137,0.016768225547246884,0.016768225547246884,FALSE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Anas_platyrhynchos__Ardea_cinerea,Anas_platyrhynchos,Ardea_cinerea,Dabbling ducks,Wading birds,Dabbling ducks,Wading birds,Dabbling ducks | Wading birds,Between guild,0.829567602458669,0.8559159115372762,0.8128178890323783,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.02634830907860719,-0.016749713426290724,0.016749713426290724,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Sterna_paradisaea__Carduelis_carduelis,Sterna_paradisaea,Carduelis_carduelis,Terns,Passerine seedeaters,Passerine seedeaters,Terns,Passerine seedeaters | Terns,Between guild,0.2555481985073425,0.350057730950851,0.2722942625542795,0.999,1,0.997,0.001,0,0.003,Supported positive,Supported positive,Supported positive,0.09450953244350851,0.016746064046937015,0.016746064046937015,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Anas_acuta__Spatula_querquedula,Anas_acuta,Spatula_querquedula,Dabbling ducks,Dabbling ducks,Dabbling ducks,Dabbling ducks,Dabbling ducks,Within guild,0.8784047572450234,0.8771530568251045,0.8616826292889619,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.0012517004199189552,-0.01672212795606154,0.01672212795606154,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Crex_crex__Acanthis_flammea,Crex_crex,Acanthis_flammea,Rails,Passerine seedeaters,Passerine seedeaters,Rails,Passerine seedeaters | Rails,Between guild,0.3161662420969084,0.2786616866447156,0.299495510938718,0.86,0.8,0.858,0.14,0.2,0.142,Unsupported,Unsupported,Unsupported,-0.037504555452192834,-0.0166707311581904,0.0166707311581904,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Anarhynchus_alexandrinus__Pyrrhula_pyrrhula,Anarhynchus_alexandrinus,Pyrrhula_pyrrhula,Plovers,Passerine seedeaters,Passerine seedeaters,Plovers,Passerine seedeaters | Plovers,Between guild,-0.3249273366888371,-0.4831380993776713,-0.3082980714764411,0.008,0.002,0.202,0.992,0.998,0.798,Supported negative,Supported negative,Unsupported,-0.15821076268883422,0.016629265212395994,0.016629265212395994,FALSE,Supported negative -> Unsupported,FALSE,TRUE,FALSE,FALSE
Spatula_querquedula__Chlidonias_niger,Spatula_querquedula,Chlidonias_niger,Dabbling ducks,Terns,Dabbling ducks,Terns,Dabbling ducks | Terns,Between guild,0.7980380569015356,0.8947438140626338,0.7814306732322975,1,1,0.998,0,0,0.002,Supported positive,Supported positive,Supported positive,0.0967057571610982,-0.016607383669238085,0.016607383669238085,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Carduelis_carduelis__Delichon_urbicum,Carduelis_carduelis,Delichon_urbicum,Passerine seedeaters,Aerial insectivores,Aerial insectivores,Passerine seedeaters,Aerial insectivores | Passerine seedeaters,Between guild,0.9122207464083923,0.9344312609320515,0.9288259488756857,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.022210514523659186,0.016605202467293356,0.016605202467293356,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Spatula_querquedula__Thalasseus_sandvicensis,Spatula_querquedula,Thalasseus_sandvicensis,Dabbling ducks,Terns,Dabbling ducks,Terns,Dabbling ducks | Terns,Between guild,0.419238977424879,0.5619934045540608,0.402678079452233,0.997,0.993,0.928,0.003,0.007,0.072,Supported positive,Supported positive,Unsupported,0.1427544271291818,-0.016560897972645983,0.016560897972645983,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Cygnus_olor__Acrocephalus_schoenobaenus,Cygnus_olor,Acrocephalus_schoenobaenus,Grazing waterfowl,Marsh warblers,Grazing waterfowl,Marsh warblers,Grazing waterfowl | Marsh warblers,Between guild,0.7691445538021301,0.8707726185657397,0.7856668765989611,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.10162806476360964,0.01652232279683097,0.01652232279683097,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Anas_platyrhynchos__Calidris_pugnax,Anas_platyrhynchos,Calidris_pugnax,Dabbling ducks,Scolopacids,Dabbling ducks,Scolopacids,Dabbling ducks | Scolopacids,Between guild,0.6991710076916064,0.8191109642049043,0.6826578280505201,1,1,0.999,0,0,0.001,Supported positive,Supported positive,Supported positive,0.11993995651329781,-0.01651317964108634,0.01651317964108634,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Delichon_urbicum__Poecile_palustris,Delichon_urbicum,Poecile_palustris,Aerial insectivores,Tit-like birds,Aerial insectivores,Tit-like birds,Aerial insectivores | Tit-like birds,Between guild,0.7534854258194571,0.7728806423663046,0.7370005150137554,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.019395216546847505,-0.01648491080570169,0.01648491080570169,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Spatula_querquedula__Acrocephalus_schoenobaenus,Spatula_querquedula,Acrocephalus_schoenobaenus,Dabbling ducks,Marsh warblers,Dabbling ducks,Marsh warblers,Dabbling ducks | Marsh warblers,Between guild,0.9180630449374036,0.9480873779228978,0.9344736230806746,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.030024332985494118,0.01641057814327096,0.01641057814327096,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Fulica_atra__Periparus_ater,Fulica_atra,Periparus_ater,Rails,Tit-like birds,Rails,Tit-like birds,Rails | Tit-like birds,Between guild,-0.01792073531550491,0.2069693279136678,-0.03432282128036083,0.494,0.999,0.329,0.506,0.001,0.671,Unsupported,Supported positive,Unsupported,0.2248900632291727,-0.016402085964855918,0.016402085964855918,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Tringa_ochropus__Curruca_curruca,Tringa_ochropus,Curruca_curruca,Scolopacids,Foliage gleaners,Foliage gleaners,Scolopacids,Foliage gleaners | Scolopacids,Between guild,0.5610598089782312,0.5750143401712806,0.5773868794238902,0.997,0.997,1,0.003,0.003,0,Supported positive,Supported positive,Supported positive,0.013954531193049458,0.016327070445659064,0.016327070445659064,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Pernis_apivorus__Aegithalos_caudatus,Pernis_apivorus,Aegithalos_caudatus,Diurnal raptors,Tit-like birds,Diurnal raptors,Tit-like birds,Diurnal raptors | Tit-like birds,Between guild,0.9605252505858561,0.9484115392054219,0.9442052926154951,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.012113711380434267,-0.01631995797036101,0.01631995797036101,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
