effect_scale,trait_family,trait_value,variable,variable_label,n_observations,n_species,signed_beta_slope,signed_beta_p_value,signed_beta_r_squared,beta_strength_slope,beta_strength_p_value,beta_strength_r_squared,mean_1970s,mean_2010s,mean_2010s_minus_1970s,significance,sig_label
SD-scaled effect size,Foraging guild,Passerine seedeaters,perc_grass_shrub,"Grass/
shrubland",36,12,-0.027471768527180643,0.15846321232391075,0.05762979936464263,0.029545662743525315,0.060153299959855654,0.10007305607337541,0.009192160060967887,-0.04575137699339342,-0.05494353705436131,ns,
SD-scaled effect size,Foraging guild,Passerine seedeaters,perc_pasture,Pasture,36,12,-0.01035273006674585,0.3854981524391752,0.022226579760427738,-0.001167283263856502,0.8943879997471214,5.258804662526178e-4,0.026154450257837955,0.005448990124346256,-0.0207054601334917,ns,
SD-scaled effect size,Foraging guild,Passerine seedeaters,perc_urban,Urban,36,12,-0.007471014044477642,0.8529053361885931,0.001025563429383255,-1.8266974121735897e-4,0.9945889946655342,1.3727422706136385e-6,0.11803811940298306,0.10309609131402775,-0.014942028088955311,ns,
SD-scaled effect size,Foraging guild,Passerine seedeaters,prec_breeding,Precipitation,36,12,-0.016336551369119306,0.5259880504876575,0.011930809405799393,0.0036395876749495413,0.8700293680613992,7.987520131909122e-4,-0.07668498677145093,-0.10935808950968956,-0.03267310273823863,ns,
SD-scaled effect size,Foraging guild,Passerine seedeaters,tmean_breeding,Temperature,36,12,0.011888019261334233,0.5977438475480398,0.008275368350348294,-0.014419322780975323,0.34087786546511545,0.026711263355831343,-0.01460485774013314,0.009171180782535327,0.023776038522668467,ns,
SD-scaled effect size,Foraging guild,Plovers,hh,"Habitat
heterogeneity",18,6,-0.09810800076417352,0.03402579527314993,0.251379001273084,-0.09810800076417352,0.03402579527314993,0.251379001273084,0.39613820487779117,0.1999222033494442,-0.19621600152834698,*,*
SD-scaled effect size,Foraging guild,Plovers,perc_cropland,Cropland,18,6,0.03450275174589851,0.7868860559861461,0.004702056008646749,-0.045755548928821596,0.30958757369493234,0.06439531495789497,-0.2884893190492712,-0.21948381555747415,0.06900550349179707,ns,
SD-scaled effect size,Foraging guild,Plovers,perc_forest,Forest,18,6,0.014091414361303855,0.8777017409113678,0.0015257826682389666,0.0010942826321041258,0.9838376967507725,2.646201639187746e-5,-0.275076116553461,-0.2468932878308534,0.028182828722607578,ns,
SD-scaled effect size,Foraging guild,Plovers,perc_grass_shrub,"Grass/
shrubland",18,6,-0.0019283717638855819,0.9677517531622077,1.0538737714279505e-4,0.008270880938692592,0.8401228203827273,0.0026208283993076056,-0.15409171945178976,-0.1579484629795609,-0.003856743527771128,ns,
SD-scaled effect size,Foraging guild,Plovers,perc_pasture,Pasture,18,6,0.04925555409403866,0.16585807150161155,0.11641238077407207,0.024770313559233877,0.2859329924345532,0.0707804002813023,0.00957339488296738,0.10808450307104468,0.0985111081880773,ns,
SD-scaled effect size,Foraging guild,Plovers,perc_urban,Urban,18,6,0.07108003493496377,0.33409431580606286,0.05837690585028157,-0.04904373137269309,0.253495244708002,0.08062612372157212,-0.1389474854396,0.0032125844303275398,0.14216006986992755,ns,
SD-scaled effect size,Foraging guild,Plovers,prec_breeding,Precipitation,18,6,0.05514545408119514,0.32398830679402835,0.06079055156201706,-0.030431650521352764,0.5207376157799264,0.026242349010845448,-0.30284457715083213,-0.19255366898844187,0.11029090816239026,ns,
SD-scaled effect size,Foraging guild,Plovers,tmean_breeding,Temperature,18,6,-0.05512769677641267,0.4462686627656064,0.03671250661170864,-0.06808614320107537,0.31370057692221764,0.06334514322778735,0.38796151291975806,0.27770611936693285,-0.11025539355282521,ns,
SD-scaled effect size,Foraging guild,Rails,hh,"Habitat
heterogeneity",15,5,-0.017478506029133097,0.4367882655673625,0.047180840712559895,-0.015570808692728765,0.477166837960748,0.03958413954485746,0.11713445317090419,0.082177441112638,-0.03495701205826619,ns,
SD-scaled effect size,Foraging guild,Rails,perc_cropland,Cropland,15,5,0.006760439111661503,0.879016707130859,0.0018503709092851824,0.0029731230742237186,0.9404416747825958,4.4612754275518134e-4,0.1603910421242326,0.17391192034755565,0.01352087822332304,ns,
SD-scaled effect size,Foraging guild,Rails,perc_forest,Forest,15,5,0.017829966998068224,0.5423140774024662,0.029238858246637914,-0.005662530401058623,0.8012398533822848,0.005053022721187924,0.06100551606225007,0.09666545005838645,0.03565993399613638,ns,
SD-scaled effect size,Foraging guild,Rails,perc_grass_shrub,"Grass/
shrubland",15,5,-0.020707999482738392,0.2760847596306456,0.09044114709781267,-0.019064741380737868,0.30520047413516554,0.08058358911857344,0.08803864833865316,0.04662264937317634,-0.04141599896547682,ns,
SD-scaled effect size,Foraging guild,Rails,perc_pasture,Pasture,15,5,0.03987873009858735,0.14577397307976947,0.1555285355550547,0.04579815517002063,0.06412298884822272,0.23945893896649084,0.07415222106600639,0.15390968126318108,0.0797574601971747,ns,
SD-scaled effect size,Foraging guild,Rails,perc_urban,Urban,15,5,0.04845286864142563,0.16368916303277725,0.1435689669552787,0.04845286864142563,0.12547573007215665,0.1710057329634535,0.09808649714365954,0.19499223442651079,0.09690573728285125,ns,
SD-scaled effect size,Foraging guild,Rails,prec_breeding,Precipitation,15,5,-0.00786151045808721,0.844693339226055,0.0030627720814231933,0.007858111394963625,0.8447547051766532,0.003060324799440448,-0.1866768176027416,-0.20239983851891594,-0.015723020916174335,ns,
SD-scaled effect size,Foraging guild,Rails,tmean_breeding,Temperature,15,5,0.06076466225368177,0.04945904930647024,0.26524307190080776,0.056503441364640326,0.048243122353475824,0.26768857963026016,0.03267210545896914,0.15420142996633268,0.12152932450736353,*,*
SD-scaled effect size,Foraging guild,Reedlings,hh,"Habitat
heterogeneity",3,1,0.09356787456032137,0.37667226982539964,0.6889122444030114,0.09356787456032137,0.37667226982539964,0.6889122444030114,0.12633485548638088,0.31347060460702364,0.18713574912064276,ns,
SD-scaled effect size,Foraging guild,Reedlings,perc_cropland,Cropland,3,1,-0.0761822812167243,0.6626102526586981,0.2555382911499945,0.07613659516395122,0.6627204778303516,0.255387270033634,4.5686052773077496e-5,-0.15231887638067557,-0.15236456243344865,ns,
SD-scaled effect size,Foraging guild,Reedlings,perc_forest,Forest,3,1,-0.1413600888449998,0.12027229247503458,0.9647306201007144,0.13384494090585708,0.10690477713951536,0.9720650493100721,0.007515147939142701,-0.27520502975085687,-0.2827201776899996,ns,
SD-scaled effect size,Foraging guild,Reedlings,perc_grass_shrub,"Grass/
shrubland",3,1,-0.05832424718451442,0.33205092773710476,0.7517424862251698,-0.027053780198383198,0.3360879006276074,0.7462435116451874,0.0853780273828976,-0.031270466986131236,-0.11664849436902883,ns,
SD-scaled effect size,Foraging guild,Reedlings,perc_pasture,Pasture,3,1,0.03316822633757437,0.3748683509264514,0.6915327524463842,0.03316822633757437,0.3748683509264514,0.6915327524463842,0.17886672945629492,0.2452031821314437,0.06633645267514879,ns,
SD-scaled effect size,Foraging guild,Reedlings,perc_urban,Urban,3,1,-0.050574524327771125,0.2892870567024549,0.8073376430890054,-0.050574524327771125,0.2892870567024549,0.8073376430890054,0.10327394629563624,0.0021248976400940413,-0.1011490486555422,ns,
SD-scaled effect size,Foraging guild,Reedlings,prec_breeding,Precipitation,3,1,-0.23948017734791177,0.022031256525859622,0.9988028600917902,0.23948017734791177,0.022031256525859622,0.9988028600917902,-0.009962147332186502,-0.48892250202800996,-0.4789603546958235,*,*
SD-scaled effect size,Foraging guild,Reedlings,tmean_breeding,Temperature,3,1,0.061200103704548134,0.7901211213815339,0.10480591254648329,0.061200103704548134,0.7901211213815339,0.10480591254648329,0.5175637941461539,0.6399640015552502,0.1224002074090963,ns,
SD-scaled effect size,Foraging guild,Scolopacids,hh,"Habitat
heterogeneity",27,9,-0.04072730259504802,0.1342386271112421,0.08744704167825235,-0.04606817740260467,0.03875463887620238,0.15992390714143664,0.11482944993320357,0.033374844743107555,-0.08145460519009601,ns,
SD-scaled effect size,Foraging guild,Scolopacids,perc_cropland,Cropland,27,9,-0.1635362069324297,0.0020515530146796774,0.3212723137996809,0.09553913943272334,0.02659600021701682,0.181742024398119,-0.013306144937692808,-0.3403785588025522,-0.32707241386485936,**,**
SD-scaled effect size,Foraging guild,Scolopacids,perc_forest,Forest,27,9,0.005269021278555931,0.9467099570204893,1.822898137772327e-4,0.006343696712690128,0.8789372795966649,9.463056584878512e-4,0.06661136804547453,0.07714941060258639,0.010538042557111854,ns,
SD-scaled effect size,Foraging guild,Scolopacids,perc_grass_shrub,"Grass/
shrubland",27,9,-0.0244749409336937,0.356979824337449,0.03403049125456384,-0.021779200572282713,0.297947829750189,0.04324327617788839,0.09221176911670614,0.04326188724931877,-0.04894988186738737,ns,
SD-scaled effect size,Foraging guild,Scolopacids,perc_pasture,Pasture,27,9,0.030785426584538315,0.2083113923630962,0.06255458294704441,0.030785426584538315,0.2083113923630962,0.06255458294704441,0.17298950726117637,0.234560360430253,0.06157085316907662,ns,
SD-scaled effect size,Foraging guild,Scolopacids,perc_urban,Urban,27,9,-0.03253908375448161,0.3380829558042091,0.03675400113538339,0.034035622287203575,0.3103910421474698,0.04111940509083781,-0.17430572618219298,-0.23938389369115617,-0.0650781675089632,ns,
SD-scaled effect size,Foraging guild,Scolopacids,prec_breeding,Precipitation,27,9,-0.04904817745909669,0.3808592197440571,0.030849880990833373,-0.033887326702911426,0.3958069200834664,0.028993504377648766,-0.054708052083390614,-0.152804407001584,-0.09809635491819338,ns,
SD-scaled effect size,Foraging guild,Scolopacids,tmean_breeding,Temperature,27,9,-0.0577579933430172,0.4158881807965492,0.026648175718631404,-0.09146275212697695,0.08054133642364104,0.11714868548388506,0.29372167363545665,0.17820568694942224,-0.11551598668603441,ns,
SD-scaled effect size,Foraging guild,Shrikes,hh,"Habitat
heterogeneity",6,2,0.09246932960050872,0.19036088885663208,0.3827965088125213,0.09246932960050873,0.11178741951529861,0.5082648460081707,0.09453963869896981,0.2794782978999871,0.18493865920101732,ns,
SD-scaled effect size,Foraging guild,Shrikes,perc_cropland,Cropland,6,2,-0.06961455343192087,0.14410672861338092,0.45097268366657883,-0.03166812944639945,0.30580323865289627,0.2560123042407485,0.10128268287832023,-0.03794642398552142,-0.13922910686384166,ns,
SD-scaled effect size,Foraging guild,Shrikes,perc_forest,Forest,6,2,0.04439385528130311,0.4250774146106688,0.1644372504097583,0.04439385528130311,0.4250774146106688,0.1644372504097583,0.31398563029499993,0.40277334085760613,0.0887877105626062,ns,
SD-scaled effect size,Foraging guild,Shrikes,perc_grass_shrub,"Grass/
shrubland",6,2,-0.020885902678518104,0.8063531091911699,0.016855139917336733,-0.010288135680408273,0.9002254168346042,0.004437548155740102,0.03768609759090953,-0.004085707766126569,-0.041771805357036104,ns,
SD-scaled effect size,Foraging guild,Shrikes,perc_pasture,Pasture,6,2,0.002837963898077502,0.8821845576872052,0.006194657641865334,0.002837963898077502,0.8821845576872052,0.006194657641865334,0.1007247616007296,0.10640068939688463,0.005675927796155028,ns,
SD-scaled effect size,Foraging guild,Shrikes,perc_urban,Urban,6,2,-0.028112333969630032,0.6702301886866932,0.049984242077559984,0.028112333969630032,0.6702301886866932,0.049984242077559984,-0.1085822966692457,-0.16480696460850575,-0.05622466793926005,ns,
SD-scaled effect size,Foraging guild,Shrikes,prec_breeding,Precipitation,6,2,-0.08108565558571758,0.5498443666072192,0.09612338388615796,-0.14841871587528216,0.06440546664414148,0.616123687320551,0.11179248221433742,-0.050378828957097554,-0.16217131117143496,ns,
SD-scaled effect size,Foraging guild,Shrikes,tmean_breeding,Temperature,6,2,-0.012389884611661277,0.882546481575035,0.0061564997275918186,-0.06528495950460618,0.22746311236609826,0.33650826513440496,0.08903522643034183,0.06425545720701943,-0.024779769223322395,ns,
SD-scaled effect size,Foraging guild,Starlings,hh,"Habitat
heterogeneity",3,1,0.04596140310669814,0.46594508499974935,0.5533913450091875,-0.045961403106698155,0.30723416649538093,0.7846243364317588,-0.10257333921247788,-0.010650532999081605,0.09192280621339628,ns,
SD-scaled effect size,Foraging guild,Starlings,perc_cropland,Cropland,3,1,-0.12049817497373036,0.08526333099454228,0.9821693959287429,-0.12049817497373036,0.08526333099454228,0.9821693959287429,0.2619631426060943,0.02096679265863373,-0.2409963499474606,.,.
SD-scaled effect size,Foraging guild,Starlings,perc_forest,Forest,3,1,-0.05775805003718695,0.8275641429365881,0.07158928100444396,-0.03849685958346239,0.8770681589537019,0.03682678585290775,0.09625490962064917,-0.019261190453724503,-0.11551610007437367,ns,
SD-scaled effect size,Foraging guild,Starlings,perc_grass_shrub,"Grass/
shrubland",3,1,0.05908273934648102,0.6721877660515294,0.24252735705632894,0.059082739346481,0.3352662793450474,0.747365924538359,0.06109235469853123,0.1792578333914932,0.11816547869296198,ns,
SD-scaled effect size,Foraging guild,Starlings,perc_pasture,Pasture,3,1,-0.041397754030303054,0.5904763411343964,0.3597860781893169,-0.041397754030303074,0.04540291709304534,0.9949222558281378,0.09178319057698857,0.008987682516382463,-0.08279550806060611,ns,
SD-scaled effect size,Foraging guild,Starlings,perc_urban,Urban,3,1,-0.10315366382338309,0.612506476948198,0.3269319263699163,-0.10315366382338309,0.612506476948198,0.3269319263699163,0.4935269755636403,0.28721964791687427,-0.20630732764676601,ns,
SD-scaled effect size,Foraging guild,Starlings,prec_breeding,Precipitation,3,1,0.15493199110773967,0.35006040499423896,0.7269107035707045,0.1537754189853096,0.3159512958948132,0.7732612446063055,-0.00115657212243004,0.3087074100930492,0.30986398221547923,ns,
SD-scaled effect size,Foraging guild,Starlings,tmean_breeding,Temperature,3,1,-0.008035559179740656,0.9065287850283514,0.02140289579286822,0.004727982799820986,0.9427416244265223,0.008067638303866403,0.0033075763799196712,-0.012763541979561683,-0.016071118359481353,ns,
SD-scaled effect size,Foraging guild,Terns,hh,"Habitat
heterogeneity",15,5,-0.043585563763949314,0.2954531415890787,0.0837566149565186,-0.043585563763949314,0.2954531415890787,0.0837566149565186,0.2958855469721666,0.2087144194442679,-0.08717112752789871,ns,
SD-scaled effect size,Foraging guild,Terns,perc_cropland,Cropland,15,5,0.04700919335513224,0.68567979756947,0.013007824457547905,-0.06081999877017204,0.5406840910135695,0.029472020291250577,-0.48205435864917956,-0.388035971938915,0.09401838671026458,ns,
SD-scaled effect size,Foraging guild,Terns,perc_forest,Forest,15,5,-0.04344859506866606,0.5604761190138735,0.02672286413374909,0.04344859506866606,0.5604761190138735,0.02672286413374909,-0.28561854824341754,-0.37251573838074953,-0.08689719013733199,ns,
SD-scaled effect size,Foraging guild,Terns,perc_grass_shrub,"Grass/
shrubland",15,5,-0.02034004478931643,0.4717171470019784,0.04055219568554714,0.005771735988862901,0.7697710828380828,0.0068236600478905635,-0.047701199004869806,-0.08838128858350264,-0.04068008957863283,ns,
SD-scaled effect size,Foraging guild,Terns,perc_pasture,Pasture,15,5,0.08544534998032004,0.013015247690250958,0.38870080809637875,0.04212163019439268,0.06783516627750207,0.23380893681850856,-0.03762058380024304,0.1332701161603971,0.17089069996064016,*,*
SD-scaled effect size,Foraging guild,Terns,perc_urban,Urban,15,5,0.022332324957502276,0.6734718262218697,0.014093187460692156,-0.023728960458531477,0.6420361163066961,0.017124056027833446,-0.24493122156072622,-0.20026657164572156,0.044664649915004656,ns,
SD-scaled effect size,Foraging guild,Terns,prec_breeding,Precipitation,15,5,-0.1164289151340733,0.0347667908530722,0.29940407290730625,0.08422547340702187,0.07021281548107965,0.23034036949041228,-0.08423757266526608,-0.3170954029334126,-0.23285783026814652,*,*
SD-scaled effect size,Foraging guild,Terns,tmean_breeding,Temperature,15,5,-0.021136586902645083,0.5953086301388473,0.022298353537261548,-0.021136586902645083,0.5953086301388473,0.022298353537261548,0.3485584767960888,0.3062853029907986,-0.04227317380529022,ns,
SD-scaled effect size,Foraging guild,Thrushes,hh,"Habitat
heterogeneity",12,4,0.011266310908188332,0.742666486182962,0.011266924060812866,0.02785840197590146,0.35131170579151694,0.08723928584711667,0.01689048897477312,0.03942311079114981,0.02253262181637669,ns,
SD-scaled effect size,Foraging guild,Thrushes,perc_cropland,Cropland,12,4,0.06610528239180415,0.3856432147732545,0.07604192905985525,0.05134368541258062,0.4736739369055617,0.052524633659770496,0.18814546170480156,0.3203560264884098,0.1322105647836082,ns,
SD-scaled effect size,Foraging guild,Thrushes,perc_forest,Forest,12,4,0.08321861109007397,0.2802603019455354,0.1152804754859928,0.08314734081721531,0.28044468754325985,0.11519746133533476,0.33528751140986346,0.5017247335900115,0.166437222180148,ns,
SD-scaled effect size,Foraging guild,Thrushes,perc_grass_shrub,"Grass/
shrubland",12,4,0.051654969548188975,0.012623126114706562,0.47905984327443796,0.051654969548188975,0.012623126114706562,0.47905984327443796,0.030012747540907693,0.13332268663728564,0.10330993909637795,*,*
SD-scaled effect size,Foraging guild,Thrushes,perc_pasture,Pasture,12,4,0.05669578009631191,0.05592948970167269,0.3185145536183718,0.047890444581644945,0.07128848136648165,0.28926396526874015,0.007821259679659623,0.12121281987228341,0.1133915601926238,.,.
SD-scaled effect size,Foraging guild,Thrushes,perc_urban,Urban,12,4,0.0427636409264309,0.5277302649875393,0.04104333658436108,0.03435904759663719,0.6016800954868475,0.028231802114629934,0.14469365409925633,0.23022093595211807,0.08552728185286174,ns,
SD-scaled effect size,Foraging guild,Thrushes,prec_breeding,Precipitation,12,4,-0.003547695452660021,0.9564535031320017,3.133777665296561e-4,0.026192750407925073,0.3814765603845196,0.07733218618669682,-0.017955413967507453,-0.025050804872827445,-0.007095390905319993,ns,
SD-scaled effect size,Foraging guild,Thrushes,tmean_breeding,Temperature,12,4,-0.04781717593372111,0.49366653173844544,0.04804741782194439,0.021231367328774134,0.6856032933920058,0.017078671508513877,0.020019819466188297,-0.07561453240125392,-0.09563435186744221,ns,
SD-scaled effect size,Foraging guild,Tit-like birds,hh,"Habitat
heterogeneity",36,12,0.017669519981755706,0.38646052131869857,0.02213770899583536,0.012203578452172995,0.5263722170225669,0.011908804356810335,0.08254065721033418,0.1178796971738456,0.03533903996351141,ns,
SD-scaled effect size,Foraging guild,Tit-like birds,perc_cropland,Cropland,36,12,0.017079762348147374,0.5773869103746903,0.009224061513417883,0.017510825998457026,0.5658242823716717,0.009792892456602987,0.14925399722943727,0.18341352192573201,0.03415952469629474,ns,
SD-scaled effect size,Foraging guild,Tit-like birds,perc_forest,Forest,36,12,0.0746224569638697,0.041560202296546514,0.11656540687534094,0.07336254383057161,0.04299857014399447,0.11504662184700652,0.31521120126543317,0.4644561151931726,0.14924491392773942,*,*
SD-scaled effect size,Foraging guild,Tit-like birds,perc_grass_shrub,"Grass/
shrubland",36,12,0.02580251597496884,0.07989061609813006,0.0874709715889045,0.026750803901487034,0.024083538730490326,0.1408855539388269,0.014109813946489544,0.06571484589642723,0.05160503194993769,.,.
SD-scaled effect size,Foraging guild,Tit-like birds,perc_pasture,Pasture,36,12,0.0030896054376493534,0.8355979818337456,0.0012846298735365495,0.007462276537294168,0.48329441351881874,0.01456032127429982,0.01826352739856197,0.024442738273860683,0.006179210875298713,ns,
SD-scaled effect size,Foraging guild,Tit-like birds,perc_urban,Urban,36,12,0.03493739228622403,0.22021899653569987,0.04386531576617772,0.044229451408954,0.06522605008280952,0.09647010241965798,0.10879570715475322,0.17867049172720129,0.06987478457244807,ns,
SD-scaled effect size,Foraging guild,Tit-like birds,prec_breeding,Precipitation,36,12,-0.025159124988674543,0.44909393141156106,0.01695496778471819,-0.013577615161142392,0.5715717137027092,0.009507363228702258,-0.022492426999630888,-0.07281067697697996,-0.05031824997734907,ns,
SD-scaled effect size,Foraging guild,Tit-like birds,tmean_breeding,Temperature,36,12,0.04167019372802545,0.3830136035360119,0.02245744492479375,-0.018747244024203826,0.6259918067310783,0.007064686841298503,0.0022961689712091686,0.08563655642726009,0.08334038745605092,ns,
SD-scaled effect size,Foraging guild,Wading birds,hh,"Habitat
heterogeneity",6,2,0.01620216263431836,0.310932283807023,0.2513967692663575,0.01620216263431836,0.310932283807023,0.2513967692663575,0.15553165459597057,0.1879359798646073,0.032404325268636736,ns,
SD-scaled effect size,Foraging guild,Wading birds,perc_cropland,Cropland,6,2,-0.014286675031859363,0.31266471459773765,0.24985362274379896,0.012213365121835226,0.28966259530684724,0.2710101206915428,0.002129449874382359,-0.026443900189336348,-0.028573350063718708,ns,
SD-scaled effect size,Foraging guild,Wading birds,perc_forest,Forest,6,2,-0.020272259909056588,0.5242342174094264,0.10827613936372615,-0.015956292591146642,0.5928352099685048,0.07764896213815803,0.08081572949489632,0.040271209676783146,-0.040544519818113176,ns,
SD-scaled effect size,Foraging guild,Wading birds,perc_grass_shrub,"Grass/
shrubland",6,2,-0.023143958578476762,0.49411637790529467,0.12373838993093153,-0.02313360789618935,0.4942714850796047,0.12365538657556778,0.04939526052653731,0.0031073433695838443,-0.04628791715695347,ns,
SD-scaled effect size,Foraging guild,Wading birds,perc_pasture,Pasture,6,2,0.1022446744185308,0.2646781295466199,0.2957469734734763,0.06546545281108503,0.420812759865588,0.16721303588100853,0.021560306115361333,0.2260496549524229,0.20448934883706157,ns,
SD-scaled effect size,Foraging guild,Wading birds,perc_urban,Urban,6,2,0.09218118276535066,0.056532489472511285,0.6384266624192706,-0.09097417998611915,0.058795721531031686,0.6318355634789274,-0.18315536275146962,0.001207002779231514,0.18436236553070115,.,.
SD-scaled effect size,Foraging guild,Wading birds,prec_breeding,Precipitation,6,2,-0.08303436470479912,0.3248894324593479,0.23918583366652854,-0.0068101702849061125,0.8680239177293299,0.0077815094799638185,0.01321497139386793,-0.15285375801573015,-0.16606872940959808,ns,
SD-scaled effect size,Foraging guild,Wading birds,tmean_breeding,Temperature,6,2,-0.10524535436492409,0.2562277011545937,0.3045670565587375,-0.10524535436492409,0.2562277011545937,0.3045670565587375,0.45288093638956023,0.24239022765971224,-0.210490708729848,ns,
SD-scaled effect size,Foraging guild,Woodpeckers,hh,"Habitat
heterogeneity",15,5,-0.006078283977833199,0.8446239117576493,0.0030655420769566885,-0.006078283977833199,0.8446239117576493,0.0030655420769566885,0.1453347445169967,0.1331781765613303,-0.012156567955666414,ns,
SD-scaled effect size,Foraging guild,Woodpeckers,perc_cropland,Cropland,15,5,0.0458620287521212,0.4142904958177335,0.05187076759422853,-0.059108147247455424,0.10643982916832723,0.1879506444022982,-0.07673372650791052,0.014990330996331928,0.09172405750424245,ns,
SD-scaled effect size,Foraging guild,Woodpeckers,perc_forest,Forest,15,5,0.020381595937298144,0.6393038042275877,0.017404055311380645,0.020381595937298144,0.6393038042275877,0.017404055311380645,0.4567328764526298,0.49749606832722604,0.04076319187459626,ns,
SD-scaled effect size,Foraging guild,Woodpeckers,perc_grass_shrub,"Grass/
shrubland",15,5,0.031870544852557664,0.15070211081012042,0.15209650479839412,0.022244810995945455,0.286481669306649,0.08678764235012691,0.008233406322751744,0.0719744960278671,0.06374108970511536,ns,
SD-scaled effect size,Foraging guild,Woodpeckers,perc_pasture,Pasture,15,5,0.014878987906763183,0.5069767514616466,0.034579949163063214,0.0127154694628249,0.40257969184816533,0.054454749262830796,-0.015591649138435849,0.01416632667509055,0.029757975813526398,ns,
SD-scaled effect size,Foraging guild,Woodpeckers,perc_urban,Urban,15,5,0.0028935332295325312,0.9426356102308682,4.138161202057821e-4,0.03254332016011927,0.23504191141043937,0.10655900406750822,0.0357880509973385,0.04157511745640357,0.005787066459065071,ns,
SD-scaled effect size,Foraging guild,Woodpeckers,prec_breeding,Precipitation,15,5,0.0036528450414492304,0.9442110094557364,3.913667438149394e-4,0.03710062308617337,0.19996174631997332,0.12300190120975346,0.08375268724758597,0.09105837733048439,0.007305690082898414,ns,
SD-scaled effect size,Foraging guild,Woodpeckers,tmean_breeding,Temperature,15,5,0.09724349423954325,0.06243008265460446,0.24213777493036076,-0.06831143205708273,0.15296346202230873,0.15055935829138892,-0.16628615296236154,0.02820083551672497,0.19448698847908652,.,.
SD-scaled effect size,Migratory strategy,long-distance,hh,"Habitat
heterogeneity",132,44,0.02115449670703911,0.060900001192219395,0.026760114362545835,0.014554264350705283,0.14117403339749426,0.016579838654683356,0.07156729139939674,0.11387628481347495,0.042308993414078205,.,.
SD-scaled effect size,Migratory strategy,long-distance,perc_cropland,Cropland,132,44,0.003346671296609806,0.9088428105782601,1.0122852667930371e-4,0.02697146816946581,0.17249059100885059,0.014268963773048331,-2.7178629920532327e-4,0.006421556294014272,0.0066933425932195955,ns,
SD-scaled effect size,Migratory strategy,long-distance,perc_forest,Forest,132,44,0.012564885195100135,0.6547037744621025,0.0015433603817353685,0.022978647220899227,0.23540579359427816,0.010812790475500645,0.05542137043489983,0.08055114082510008,0.02512977039020025,ns,
SD-scaled effect size,Migratory strategy,long-distance,perc_grass_shrub,"Grass/
shrubland",132,44,-0.009741679667827931,0.3577080051688961,0.0065108803687365475,0.013753768053150279,0.08490688124234694,0.022660805539815313,0.038687782462587715,0.01920442312693185,-0.019483359335655866,ns,
SD-scaled effect size,Migratory strategy,long-distance,perc_pasture,Pasture,132,44,0.044884837562972256,7.867048838958909e-4,0.0833614154561791,0.03910723995512066,2.606381110189328e-4,0.09783785101920504,0.039140170372646915,0.12890984549859139,0.08976967512594447,***,***
SD-scaled effect size,Migratory strategy,long-distance,perc_urban,Urban,132,44,-0.012398123059497997,0.5638191999241786,0.0025691397680541205,0.015411827390810262,0.27124031016448824,0.00930356366416751,0.004445007014816598,-0.020351239104179353,-0.024796246118995953,ns,
SD-scaled effect size,Migratory strategy,long-distance,prec_breeding,Precipitation,132,44,-0.037639166066696664,0.05767981664513287,0.027437516365029488,0.025339203591806664,0.0975047977012628,0.020980264732000545,-0.09244461144808101,-0.1677229435814744,-0.0752783321333934,.,.
SD-scaled effect size,Migratory strategy,long-distance,tmean_breeding,Temperature,132,44,0.028368792507044972,0.25992397397869765,0.009752506543420511,0.0038718050491126465,0.8553985815002074,2.564089547340733e-4,0.14611834848419986,0.20285593349828973,0.056737585014089875,ns,
SD-scaled effect size,Migratory strategy,sedentary,hh,"Habitat
heterogeneity",105,35,0.026810221358519966,0.027993632298077276,0.04601321511569885,0.02114955963903275,0.062073708950591985,0.033390812697416096,0.06362518248871313,0.11724562520575307,0.053620442717039946,*,*
SD-scaled effect size,Migratory strategy,sedentary,perc_cropland,Cropland,105,35,0.007922628975229183,0.7129201079522165,0.001319870193369477,0.009959269730868232,0.5888147419583278,0.002846626173394821,0.21180781393818934,0.22765307188864775,0.015845257950458408,ns,
SD-scaled effect size,Migratory strategy,sedentary,perc_forest,Forest,105,35,-0.0011637437782173936,0.9691241664362839,1.4616450424621465e-5,0.021760780257719544,0.38549518220306445,0.007320324156624647,0.28679396003007945,0.28446647247364465,-0.002327487556434804,ns,
SD-scaled effect size,Migratory strategy,sedentary,perc_grass_shrub,"Grass/
shrubland",105,35,0.005660126009781493,0.5839402914417107,0.002921614228429412,0.016348390411119434,0.06438316399897319,0.03282126801778671,0.03305152961008818,0.044371781629651164,0.011320252019562986,ns,
SD-scaled effect size,Migratory strategy,sedentary,perc_pasture,Pasture,105,35,-0.005289072053992562,0.5503185914147808,0.003474360001008349,3.257252489290843e-5,0.9959984528020436,2.453863044640761e-7,0.0305229083621247,0.019944764254139585,-0.010578144107985115,ns,
SD-scaled effect size,Migratory strategy,sedentary,perc_urban,Urban,105,35,0.0321671851304057,0.131182621984641,0.02198312004049707,0.029138756703095854,0.1308437501225048,0.022021396597062506,0.14255082899024904,0.2068851992510605,0.06433437026081146,ns,
SD-scaled effect size,Migratory strategy,sedentary,prec_breeding,Precipitation,105,35,-0.0277409506482931,0.22346806132102107,0.01435387918774115,6.576627788326389e-4,0.9659839682011935,1.7742611044812297e-5,0.018651336961451274,-0.03683056433513498,-0.055481901296586256,ns,
